"trait","beta","a","d","aa","ad","dd"
"d / d",NA,NA,0.22385555,NA,NA,NA
"d * d",NA,NA,334.1628318,NA,NA,NA
"d + d",NA,NA,17.68432167,NA,NA,NA
"d - d",NA,NA,-8.556016586,NA,NA,NA
"d - d",NA,NA,8.556016586,NA,NA,NA
"d",0.26,NA,0.253775138,NA,NA,NA
"d",0.21,NA,0.265280713,NA,NA,NA
"d / d",NA,NA,0.115742768,-0.010621541,NA,NA
"d / d",NA,NA,-16.3143186,NA,NA,8.12690455
"d * d",NA,NA,0.505804173,NA,NA,NA
"d + d",NA,NA,0.517383188,NA,NA,NA
"d - d",NA,NA,NA,NA,NA,NA
"d - d",NA,NA,NA,NA,NA,NA
"d",28.2,NA,28.48377253,NA,NA,NA
"d",11.802,NA,11.96971956,NA,0.410518339,NA
"d / d",NA,NA,1.56645639,NA,NA,-0.714552292
"d / d",NA,NA,-1.410043503,NA,NA,0.816991997
"d * d",NA,NA,308.1249636,NA,NA,347.1449822
"d + d",NA,NA,40.41469634,NA,NA,NA
"d - d",NA,NA,16.39805281,NA,NA,NA
"d - d",NA,NA,-16.39805281,NA,NA,NA
"d",4.15,NA,NA,-1.922936685,NA,NA
"d",3.46,NA,3.172809158,NA,NA,NA
"d / d",NA,NA,NA,NA,NA,NA
"d / d",NA,NA,NA,NA,NA,NA
"d * d",NA,NA,NA,-37.44750657,-21.30760873,51.73921682
"d + d",NA,NA,NA,-2.644287701,-1.319128431,2.185956302
"d - d",NA,NA,NA,-1.403666283,NA,NA
"d - d",NA,NA,NA,1.403666283,NA,NA
"d",4.15,0.398452617,5.039466594,NA,NA,NA
"d",0.085,NA,0.078760526,NA,NA,NA
"d / d",NA,0.244800489,2.573537986,NA,NA,NA
"d / d",NA,-0.000743666,-0.005296976,NA,NA,NA
"d * d",NA,0.371734433,6.817179688,NA,NA,NA
"d + d",NA,0.398912844,5.123403226,NA,NA,NA
"d - d",NA,0.39806904,4.956493672,NA,NA,NA
"d - d",NA,-0.39806904,-4.956493672,NA,NA,NA
"d",43.31,NA,43.11476125,NA,-6.40159184,NA
"d",1.166668,NA,2.290632373,0.485582553,NA,-0.666536186
"d / d",NA,NA,NA,NA,NA,NA
"d / d",NA,NA,NA,0.002369959,NA,NA
"d * d",NA,NA,351.0907258,NA,-40.21021163,NA
"d + d",NA,NA,44.26962827,NA,-6.678255622,NA
"d - d",NA,NA,41.95681081,NA,-6.127110823,NA
"d - d",NA,NA,-41.95681081,NA,6.127110823,NA
"d",0.273818646,NA,0.27434154,NA,NA,NA
"d",9.8,NA,NA,NA,NA,7.258216236
"d / d",NA,NA,0.004059237,NA,NA,-0.000817312
"d / d",NA,NA,-768.5739337,NA,NA,410.5941503
"d * d",NA,NA,19.66376434,NA,NA,2.948828365
"d + d",NA,NA,NA,NA,NA,7.298857213
"d - d",NA,NA,NA,NA,NA,-7.19816912
"d - d",NA,NA,NA,NA,NA,7.19816912
"d",0.826,NA,1.017400494,NA,NA,NA
"d",31.5,NA,NA,-8.715838218,NA,20.65506135
"d / d",NA,NA,NA,NA,NA,-0.002718919
"d / d",NA,NA,NA,NA,NA,2.313824493
"d * d",NA,9.707182568,201.1918304,NA,NA,NA
"d + d",NA,NA,NA,-8.789021456,NA,20.42057895
"d - d",NA,NA,NA,8.489541372,NA,-20.54212917
"d - d",NA,NA,NA,-8.489541372,NA,20.54212917
"d",49.8,NA,54.47183144,NA,NA,NA
"d",9.4,NA,10.24809315,NA,NA,NA
"d / d",NA,NA,NA,NA,NA,NA
"d / d",NA,NA,NA,NA,NA,NA
"d * d",NA,NA,3481.843243,NA,NA,NA
"d + d",NA,NA,64.39583779,NA,NA,NA
"d - d",NA,NA,44.61139744,NA,NA,NA
"d - d",NA,NA,-44.61139744,NA,NA,NA
"d",0.132,NA,0.154079256,NA,NA,NA
"d",7.678,NA,11.30553394,NA,NA,NA
"d / d",NA,NA,NA,NA,NA,NA
"d / d",NA,NA,NA,NA,NA,NA
"d * d",NA,NA,17.74718001,NA,NA,NA
"d + d",NA,NA,11.66761124,NA,NA,NA
"d - d",NA,NA,-10.91905172,NA,NA,NA
"d - d",NA,NA,10.91905172,NA,NA,NA
"d",21.3,NA,20.36180881,NA,NA,NA
"d",0.13,NA,0.129065758,NA,NA,NA
"d / d",NA,3.297099281,NA,NA,NA,NA
"d / d",NA,-0.000130847,NA,NA,NA,NA
"d * d",NA,NA,7.533115601,NA,NA,2.451542765
"d + d",NA,NA,20.48727709,NA,NA,NA
"d - d",NA,NA,20.2363227,NA,NA,NA
"d - d",NA,NA,-20.2363227,NA,NA,NA
"d",18.8,NA,18.65866433,NA,NA,NA
"d",61.5,NA,58.59960826,NA,NA,NA
"d / d",NA,NA,0.044283069,NA,NA,NA
"d / d",NA,NA,-1.335257855,NA,NA,NA
"d * d",NA,NA,3920.230442,NA,NA,981.9611738
"d + d",NA,NA,76.68225365,NA,NA,NA
"d - d",NA,NA,-40.02275512,NA,NA,NA
"d - d",NA,NA,40.02275512,NA,NA,NA
"d",2.94,-0.270984007,1.615413228,NA,NA,NA
"d",13.33333334,NA,13.64042985,NA,NA,NA
"d / d",NA,NA,-0.043121167,NA,NA,NA
"d / d",NA,NA,0.407603236,NA,NA,NA
"d * d",NA,NA,204.7924284,NA,NA,NA
"d + d",NA,NA,15.61357839,NA,NA,NA
"d - d",NA,NA,-11.15074022,NA,NA,NA
"d - d",NA,NA,11.15074022,NA,NA,NA
"d",0.08,NA,0.067854414,NA,0.044195649,NA
"d",0.236,-0.047841195,0.29027861,NA,NA,NA
"d / d",NA,NA,NA,NA,0.031686838,NA
"d / d",NA,NA,NA,NA,-0.415975114,NA
"d * d",NA,NA,0.301049922,NA,NA,NA
"d + d",NA,-0.039194326,0.350110844,NA,NA,NA
"d - d",NA,0.042800047,-0.141814207,NA,NA,NA
"d - d",NA,-0.042800047,0.141814207,NA,NA,NA
"d",1.37,NA,1.664070686,NA,NA,NA
"d",8.23,NA,NA,NA,NA,6.597214577
"d / d",NA,NA,0.010689345,NA,NA,NA
"d / d",NA,NA,-2.439650969,NA,NA,NA
"d * d",NA,NA,138.4824255,NA,NA,NA
"d + d",NA,NA,NA,NA,NA,6.568888259
"d - d",NA,NA,NA,NA,NA,-6.088421059
"d - d",NA,NA,NA,NA,NA,6.088421059
"d",17.3,NA,17.6505055,NA,NA,NA
"d",5.04496515,NA,4.985977462,NA,NA,NA
"d / d",NA,NA,2.179693436,NA,NA,-0.925407886
"d / d",NA,NA,-1.248632344,NA,NA,0.706196494
"d * d",NA,NA,111.8829719,NA,NA,85.95116208
"d + d",NA,NA,22.46334895,NA,NA,NA
"d - d",NA,NA,12.6020599,NA,NA,NA
"d - d",NA,NA,-12.6020599,NA,NA,NA
"d",0.295,0.037510718,0.2104889,NA,NA,0.080870336
"d",0.58,NA,0.528360651,NA,NA,NA
"d / d",NA,0.017141617,NA,0.017941437,NA,NA
"d / d",NA,-0.051055678,NA,NA,NA,NA
"d * d",NA,0.058747908,0.644312298,NA,NA,0.361185749
"d + d",NA,0.045071174,0.761546132,NA,NA,0.108345297
"d - d",NA,NA,-0.256587221,NA,NA,NA
"d - d",NA,NA,0.256587221,NA,NA,NA
"d",10.5,NA,10.38450869,NA,NA,NA
"d",30.3,NA,32.05323483,NA,NA,NA
"d / d",NA,NA,0.051894101,NA,NA,NA
"d / d",NA,NA,-1.692090776,NA,NA,0.484988096
"d * d",NA,NA,930.4146516,NA,NA,434.6830754
"d + d",NA,NA,42.90121723,NA,NA,NA
"d - d",NA,NA,-21.21275517,NA,NA,NA
"d - d",NA,NA,21.21275517,NA,NA,NA
"d",7.3,NA,NA,NA,NA,4.714856328
"d",41.85,NA,37.76380078,NA,NA,NA
"d / d",NA,NA,-0.121055081,NA,NA,NA
"d / d",NA,NA,0.4051678,NA,NA,NA
"d * d",NA,NA,NA,-1405.562896,NA,2311.081311
"d + d",NA,NA,NA,-12.08783736,NA,16.00950666
"d - d",NA,NA,-34.3178716,NA,NA,NA
"d - d",NA,NA,34.3178716,NA,NA,NA
"d",8.5,NA,11.08680065,NA,4.037933592,NA
"d",11.3,NA,9.792471961,NA,NA,NA
"d / d",NA,NA,NA,NA,0.108541792,NA
"d / d",NA,NA,NA,NA,-0.054489066,NA
"d * d",NA,NA,1462.691906,NA,NA,NA
"d + d",NA,NA,23.09912972,NA,NA,NA
"d - d",NA,NA,NA,NA,5.287623238,NA
"d - d",NA,NA,NA,NA,-5.287623238,NA
"d",1.5,NA,1.644041591,NA,1.219165211,NA
"d",0.2375,NA,0.244914094,NA,NA,NA
"d / d",NA,NA,-35.87774661,NA,1.662714984,13.93585253
"d / d",NA,NA,0.011261318,NA,-0.000784281,NA
"d * d",NA,NA,5.548711312,NA,NA,NA
"d + d",NA,NA,1.867671525,NA,1.215733586,NA
"d - d",NA,NA,1.400722286,NA,1.226541549,NA
"d - d",NA,NA,-1.400722286,NA,-1.226541549,NA
"d",1,NA,1.03627167,NA,NA,NA
"d",10.7,NA,10.77093237,NA,NA,NA
"d / d",NA,NA,-0.033240224,NA,NA,NA
"d / d",NA,NA,1.160111008,NA,NA,NA
"d * d",NA,NA,65.49947792,9.067260368,NA,NA
"d + d",NA,NA,11.91444241,NA,NA,NA
"d - d",NA,NA,-9.679792321,NA,NA,NA
"d - d",NA,NA,9.679792321,NA,NA,NA
"d",130.28,NA,132.6646491,NA,NA,NA
"d",6.1,NA,4.065906682,NA,NA,NA
"d / d",NA,NA,3.42162861,0.151238435,NA,-0.643526581
"d / d",NA,NA,-0.996346975,NA,NA,0.522794041
"d * d",NA,NA,6079.408093,NA,NA,NA
"d + d",NA,NA,138.4828947,NA,NA,NA
"d - d",NA,NA,126.6448935,NA,NA,NA
"d - d",NA,NA,-126.6448935,NA,NA,NA
"d",7.6,NA,7.331388801,NA,NA,NA
"d",1.03,-0.235246613,5.389480461,2.684283823,NA,-2.296731215
"d / d",NA,NA,NA,-0.14364071,NA,0.189249175
"d / d",NA,NA,-1.343692976,0.34683531,NA,0.405547443
"d * d",NA,NA,185.6707225,23.7684219,NA,NA
"d + d",NA,NA,10.38581982,1.878354282,NA,NA
"d - d",NA,NA,NA,-3.422120213,NA,3.989787362
"d - d",NA,NA,NA,3.422120213,NA,-3.989787362
"d",13.1,NA,13.12399691,NA,NA,NA
"d",2.58,NA,2.640660671,NA,NA,NA
"d / d",NA,NA,0.289661121,NA,NA,NA
"d / d",NA,NA,-0.045366948,NA,NA,NA
"d * d",NA,NA,357.6409185,66.91670552,NA,NA
"d + d",NA,NA,16.61017293,NA,NA,NA
"d - d",NA,NA,9.406839811,NA,NA,NA
"d - d",NA,NA,-9.406839811,NA,NA,NA
"d",22.3,NA,23.22247693,NA,NA,NA
"d",12.9,NA,11.01952949,-1.45346679,NA,NA
"d / d",NA,NA,0.344854179,NA,NA,NA
"d / d",NA,NA,-0.489746509,NA,NA,0.18910942
"d * d",NA,NA,621.580977,NA,NA,365.258764
"d + d",NA,NA,35.67764099,NA,NA,NA
"d - d",NA,NA,10.12320874,NA,NA,NA
"d - d",NA,NA,-10.12320874,NA,NA,NA
"d",2.48,NA,2.612037721,NA,NA,NA
"d",6.18,NA,3.753726101,-2.648589233,NA,NA
"d / d",NA,NA,0.019655389,NA,NA,NA
"d / d",NA,NA,-0.846784587,NA,NA,NA
"d * d",NA,NA,189.0283693,NA,NA,NA
"d + d",NA,NA,6.415019463,-2.398650406,NA,NA
"d - d",NA,NA,NA,3.048444402,NA,NA
"d - d",NA,NA,NA,-3.048444402,NA,NA
"d",17.6,NA,21.86102612,NA,-8.955379124,NA
"d",4.41,NA,4.254841877,NA,NA,NA
"d / d",NA,NA,-2.944120556,NA,NA,NA
"d / d",NA,NA,0.018465555,NA,NA,NA
"d * d",NA,NA,710.8925915,NA,-107.9826516,NA
"d + d",NA,NA,26.52268754,NA,-9.386184279,NA
"d - d",NA,NA,17.15848572,NA,-8.406322091,NA
"d - d",NA,NA,-17.15848572,NA,8.406322091,NA
"d",76.63,NA,71.4596848,NA,NA,NA
"d",1.4,NA,1.618526113,NA,NA,NA
"d / d",NA,NA,1.624114605,-0.768971515,NA,NA
"d / d",NA,NA,-0.032501023,0.008232243,NA,NA
"d * d",NA,NA,1848.910436,NA,NA,NA
"d + d",NA,NA,75.19250711,NA,NA,NA
"d - d",NA,NA,68.45623373,NA,NA,NA
"d - d",NA,NA,-68.45623373,NA,NA,NA
"d",30.3,NA,28.51045084,NA,NA,NA
"d",28.8,NA,22.62490278,NA,NA,NA
"d / d",NA,NA,0.095674819,NA,NA,NA
"d / d",NA,NA,-0.438566464,NA,NA,NA
"d * d",NA,NA,6126.249514,NA,NA,NA
"d + d",NA,NA,53.75527984,NA,NA,NA
"d - d",NA,NA,NA,NA,NA,NA
"d - d",NA,NA,NA,NA,NA,NA
"d",34.23,NA,30.80110967,NA,NA,NA
"d",430,NA,751.5701604,216.6570018,NA,NA
"d / d",NA,NA,NA,-0.004477445,NA,NA
"d / d",NA,NA,NA,1.480826783,NA,NA
"d * d",NA,NA,154552.2436,25762.34345,NA,NA
"d + d",NA,NA,776.3272479,213.2734093,NA,NA
"d - d",NA,NA,-721.8050483,-216.9416601,NA,NA
"d - d",NA,NA,721.8050483,216.9416601,NA,NA
"d",8.34,NA,8.605911482,NA,NA,NA
"d",654.8,NA,647.6714671,NA,NA,NA
"d / d",NA,NA,-0.011158254,NA,NA,0.005196571
"d / d",NA,NA,23.74972677,NA,NA,-9.44221649
"d * d",NA,NA,10891.96681,NA,NA,5226.612392
"d + d",NA,NA,656.2922849,NA,NA,NA
"d - d",NA,NA,-639.0422964,NA,NA,NA
"d - d",NA,NA,639.0422964,NA,NA,NA
"d",465.36,NA,472.2493677,NA,NA,NA
"d",17.6,NA,20.02867401,NA,NA,-2.081488798
"d / d",NA,NA,2.725572857,NA,NA,NA
"d / d",NA,NA,-0.007352116,NA,NA,NA
"d * d",NA,NA,18384.51566,NA,NA,6348.791
"d + d",NA,NA,491.2145238,NA,NA,NA
"d - d",NA,NA,453.3990836,NA,NA,NA
"d - d",NA,NA,-453.3990836,NA,NA,NA
"d",1.7,NA,2.099755079,0.407082404,NA,NA
"d",1.05,NA,1.103181746,NA,NA,NA
"d / d",NA,NA,-0.39673253,NA,NA,0.232324424
"d / d",NA,NA,0.056282747,NA,NA,-0.032896924
"d * d",NA,NA,22.41764959,NA,NA,NA
"d + d",NA,NA,3.203905293,NA,NA,NA
"d - d",NA,NA,NA,NA,NA,0.842262586
"d - d",NA,NA,NA,NA,NA,-0.842262586
"d",0.62,NA,0.620389455,NA,NA,NA
"d",0.220625,NA,0.301924237,NA,NA,NA
"d / d",NA,NA,0.172582512,NA,NA,NA
"d / d",NA,NA,-0.388640055,0.124796592,NA,NA
"d * d",NA,NA,1.705797187,0.205460412,NA,NA
"d + d",NA,NA,0.967291671,NA,NA,NA
"d - d",NA,NA,0.242230724,NA,NA,NA
"d - d",NA,NA,-0.242230724,NA,NA,NA
"d",4.23,NA,4.26219102,NA,NA,NA
"d",0.898,NA,1.389886869,NA,NA,NA
"d / d",NA,-0.03326019,NA,NA,NA,0.166618882
"d / d",NA,0.016794899,NA,NA,NA,-0.065481819
"d * d",NA,NA,103.0039836,NA,NA,NA
"d + d",NA,NA,6.020070895,NA,NA,NA
"d - d",NA,-0.495589603,NA,NA,NA,2.903187316
"d - d",NA,0.495589603,NA,NA,NA,-2.903187316
"d",1.094,NA,1.156188464,NA,0.118945708,NA
"d",360,NA,411.7196976,NA,NA,NA
"d / d",NA,NA,0.00018954,NA,8.73e-05,NA
"d / d",NA,NA,-58.09854308,28.7205284,-31.79753994,NA
"d * d",NA,NA,2898.013492,NA,NA,NA
"d + d",NA,NA,412.8640621,NA,NA,NA
"d - d",NA,NA,-410.5754042,NA,NA,NA
"d - d",NA,NA,410.5754042,NA,NA,NA
"d",21.6,NA,23.26578923,NA,NA,NA
"d",11.9,NA,12.28774369,NA,NA,NA
"d / d",NA,NA,-0.580034494,NA,NA,NA
"d / d",NA,NA,0.040354733,NA,NA,NA
"d * d",NA,NA,1827.204472,NA,NA,NA
"d + d",NA,NA,35.81754424,NA,NA,NA
"d - d",NA,NA,9.11867974,NA,NA,NA
"d - d",NA,NA,-9.11867974,NA,NA,NA
"d",1.106,NA,1.271296115,NA,NA,NA
"d",274.5,NA,270.1877758,NA,NA,NA
"d / d",NA,NA,-0.001630844,NA,NA,NA
"d / d",NA,NA,28.34257591,NA,NA,NA
"d * d",NA,NA,1370.35332,193.0650135,NA,NA
"d + d",NA,NA,271.4708047,NA,NA,NA
"d - d",NA,NA,-268.9071672,NA,NA,NA
"d - d",NA,NA,268.9071672,NA,NA,NA
"d",8.23,NA,9.42949289,NA,NA,NA
"d",11.8,NA,13.04115361,NA,NA,NA
"d / d",NA,NA,NA,NA,NA,NA
"d / d",NA,NA,NA,NA,NA,NA
"d * d",NA,NA,1760.2696,NA,NA,NA
"d + d",NA,NA,22.48210962,NA,NA,NA
"d - d",NA,NA,NA,NA,NA,NA
"d - d",NA,NA,NA,NA,NA,NA
"d",0.416,NA,0.410666113,NA,NA,NA
"d",8.4,NA,NA,-2.948941844,NA,3.330766884
"d / d",NA,NA,0.00485926,NA,NA,NA
"d / d",NA,NA,-8.822150845,NA,NA,NA
"d * d",NA,NA,20.77230315,NA,NA,5.880019733
"d + d",NA,NA,NA,-3.030132021,NA,3.470302409
"d - d",NA,NA,NA,2.858357735,NA,-3.179053861
"d - d",NA,NA,NA,-2.858357735,NA,3.179053861
"d",2.63886,NA,2.63917357,NA,-0.002784091,NA
"d",1.42,NA,1.627268854,NA,-0.187364977,NA
"d / d",NA,NA,0.592148528,NA,NA,-0.144374372
"d / d",NA,NA,186.40228,NA,NA,-126.6927888
"d * d",NA,NA,11.36067108,NA,-0.303584186,4.278342384
"d + d",NA,NA,4.265292217,NA,-0.197492307,NA
"d - d",NA,NA,0.998394576,NA,0.17527306,NA
"d - d",NA,NA,-0.998394576,NA,-0.17527306,NA
"d",10.7,NA,7.93747035,-0.984849989,NA,1.575519905
"d",0.585715,NA,0.58949324,NA,NA,NA
"d / d",NA,NA,-12.93718481,-1.885509109,NA,7.448908832
"d / d",NA,NA,0.026433214,0.00453757,NA,-0.014951855
"d * d",NA,NA,6.615932866,-0.51823059,NA,6.812552107
"d + d",NA,NA,8.60109357,-0.957619297,NA,1.518082515
"d - d",NA,NA,7.227827419,-1.028124493,NA,1.663036836
"d - d",NA,NA,-7.227827419,1.028124493,NA,-1.663036836
"d",1.96,NA,2.058956224,NA,NA,NA
"d",68.26,NA,91.73152738,NA,NA,NA
"d / d",NA,NA,NA,NA,NA,NA
"d / d",NA,NA,NA,NA,NA,NA
"d * d",NA,NA,820.998503,110.6431026,NA,NA
"d + d",NA,NA,93.89631045,NA,NA,NA
"d - d",NA,NA,-89.15828897,NA,NA,NA
"d - d",NA,NA,89.15828897,NA,NA,NA
"d",0.26,NA,0.369354739,0.088149581,0.032675464,NA
"d",0.203,NA,0.264437977,NA,0.126226399,NA
"d / d",NA,NA,NA,NA,-0.030656106,0.04475402
"d / d",NA,NA,NA,NA,NA,-0.099387375
"d * d",NA,NA,1.16553644,0.24558543,0.260635098,NA
"d + d",NA,NA,0.666174975,NA,0.169757876,NA
"d - d",NA,NA,NA,NA,-0.091266377,NA
"d - d",NA,NA,NA,NA,0.091266377,NA
"d",145.8,NA,68.32000506,NA,NA,NA
"d",1.553,NA,1.465350295,NA,0.075931638,NA
"d / d",NA,NA,-161.4633798,NA,NA,NA
"d / d",NA,NA,0.001048969,NA,NA,NA
"d * d",NA,NA,2012.506255,NA,NA,NA
"d + d",NA,NA,70.33227357,NA,NA,NA
"d - d",NA,NA,66.32965707,NA,NA,NA
"d - d",NA,NA,-66.32965707,NA,NA,NA
"d",2.77,NA,2.8624181,NA,NA,NA
"d",0.264,NA,NA,NA,NA,NA
"d / d",NA,NA,0.152815969,0.027616955,NA,NA
"d / d",NA,NA,-1.306771866,NA,NA,NA
"d * d",NA,NA,56.7591779,NA,NA,NA
"d + d",NA,NA,1.986460874,NA,NA,NA
"d - d",NA,NA,NA,NA,NA,1.733646737
"d - d",NA,NA,NA,NA,NA,-1.733646737
"d",8.5,NA,8.497516525,NA,NA,NA
"d",6.8,NA,4.514734912,NA,NA,NA
"d / d",NA,NA,0.254454703,NA,NA,-0.03057851
"d / d",NA,NA,-18.1248753,NA,NA,9.954009506
"d * d",NA,NA,277.6855338,NA,NA,42.13125257
"d + d",NA,NA,13.35661903,NA,NA,NA
"d - d",NA,NA,3.441553516,NA,NA,NA
"d - d",NA,NA,-3.441553516,NA,NA,NA
"d",1.78571428,-0.042831021,1.73678515,NA,NA,NA
"d",3.7,NA,3.925369508,NA,NA,NA
"d / d",NA,NA,NA,0.035319799,NA,NA
"d / d",NA,NA,NA,-0.116538266,NA,NA
"d * d",NA,NA,19.96416665,NA,NA,6.977771769
"d + d",NA,NA,5.669119115,NA,NA,NA
"d - d",NA,NA,-2.179648841,NA,NA,NA
"d - d",NA,NA,2.179648841,NA,NA,NA
"d",11.8,NA,11.27507813,-0.492848057,NA,NA
"d",0.119,NA,0.119349557,NA,-0.014912333,NA
"d / d",NA,NA,27.72421645,NA,NA,-7.330184161
"d / d",NA,NA,-0.025848119,NA,NA,0.012294335
"d * d",NA,NA,3.18671237,-0.41398283,-0.277358625,1.849717538
"d + d",NA,NA,11.38522117,-0.49903392,NA,NA
"d - d",NA,-0.097862383,11.16380875,-0.487363844,NA,NA
"d - d",NA,0.097862383,-11.16380875,0.487363844,NA,NA
"d",0.17,NA,0.181400101,NA,NA,NA
"d",58,NA,59.60303979,NA,NA,NA
"d / d",NA,NA,-0.003800101,NA,NA,0.001267091
"d / d",NA,NA,68.15533176,NA,NA,NA
"d * d",NA,NA,31.13573764,NA,NA,8.95054873
"d + d",NA,NA,59.78228456,NA,NA,NA
"d - d",NA,NA,-59.4232569,NA,NA,NA
"d - d",NA,NA,59.4232569,NA,NA,NA
"d",29.91,NA,31.66392525,NA,NA,NA
"d",1.34,NA,1.565393629,NA,NA,NA
"d / d",NA,NA,1.090517543,NA,NA,NA
"d / d",NA,NA,-0.128984028,NA,NA,0.044510934
"d * d",NA,NA,910.3116019,NA,NA,NA
"d + d",NA,NA,33.34767651,NA,NA,NA
"d - d",NA,NA,30.11092662,NA,NA,NA
"d - d",NA,NA,-30.11092662,NA,NA,NA
"d",0.25,NA,NA,NA,NA,0.210724978
"d",10.1,NA,11.30660219,NA,NA,NA
"d / d",NA,NA,0.015328482,NA,NA,NA
"d / d",NA,NA,-7.495977639,NA,NA,-2.188869898
"d * d",NA,NA,-15.73294849,NA,NA,8.600815441
"d + d",NA,NA,11.52435353,NA,NA,NA
"d - d",NA,NA,-11.10077643,NA,NA,NA
"d - d",NA,NA,11.10077643,NA,NA,NA
"d",2.003,NA,1.94121914,NA,-0.135612366,NA
"d",47.6,NA,34.09361287,NA,NA,NA
"d / d",NA,NA,0.009293403,NA,NA,-0.002264226
"d / d",NA,NA,-52.24793023,NA,NA,22.36807125
"d * d",NA,NA,397.6756885,NA,-37.18326781,97.79358757
"d + d",NA,NA,36.3674546,NA,NA,NA
"d - d",NA,NA,-31.86683604,NA,NA,NA
"d - d",NA,NA,31.86683604,NA,NA,NA
"d",0.26,NA,0.262636868,NA,0.011440617,NA
"d",0.268,NA,NA,NA,NA,NA
"d / d",NA,NA,0.060716604,NA,0.002779127,NA
"d / d",NA,NA,-50.08148805,NA,NA,25.8591307
"d * d",NA,NA,1.148944096,NA,NA,NA
"d + d",NA,NA,0.34032639,NA,NA,NA
"d - d",NA,NA,NA,NA,NA,NA
"d - d",NA,NA,NA,NA,NA,NA
"d",9.9,NA,NA,-2.441422636,NA,2.9800305
"d",17.6,NA,NA,NA,NA,11.05105475
"d / d",NA,NA,NA,-0.023874523,NA,NA
"d / d",NA,NA,NA,0.317804393,NA,NA
"d * d",NA,NA,NA,-420.840765,NA,981.0434659
"d + d",NA,NA,14.31689709,NA,NA,11.32773028
"d - d",NA,NA,NA,NA,NA,-7.784388908
"d - d",NA,NA,NA,NA,NA,7.784388908
"d",8.12,NA,8.261597432,NA,NA,NA
"d",6.4,NA,6.500449519,NA,NA,NA
"d / d",NA,NA,-1.510728418,NA,NA,0.635136503
"d / d",NA,NA,0.178364277,NA,NA,-0.041125412
"d * d",NA,NA,163.4027122,NA,-5.973376638,49.77221343
"d + d",NA,NA,14.76315378,NA,-0.752650747,NA
"d - d",NA,NA,1.465048371,NA,NA,NA
"d - d",NA,NA,-1.465048371,NA,NA,NA
"d",4.68,NA,NA,NA,NA,4.874938883
"d",5.04496515,NA,5.296332235,0.270685418,NA,NA
"d / d",NA,NA,-7.390080329,NA,NA,3.144931722
"d / d",NA,NA,0.100308656,NA,NA,-0.011373926
"d * d",NA,NA,304.0228739,41.05150793,NA,NA
"d + d",NA,NA,7.634760159,NA,NA,4.086613302
"d - d",NA,NA,NA,NA,NA,1.991766669
"d - d",NA,NA,NA,NA,NA,-1.991766669
"d",22.9,NA,19.27215374,-3.234874752,NA,NA
"d",164.2,NA,161.3361267,NA,NA,NA
"d / d",NA,NA,NA,NA,NA,NA
"d / d",NA,NA,NA,0.209333282,NA,NA
"d * d",NA,NA,26187.10041,NA,NA,NA
"d + d",NA,NA,182.7094172,NA,NA,NA
"d - d",NA,NA,-137.491985,NA,NA,NA
"d - d",NA,NA,137.491985,NA,NA,NA
"d",38.25,NA,43.73162902,NA,NA,NA
"d",0.3,NA,0.299304323,NA,NA,NA
"d / d",NA,NA,-241.5014088,NA,NA,102.752719
"d / d",NA,NA,0.001734521,NA,NA,-0.000324176
"d * d",NA,0.79595003,45.28167027,3.029052242,NA,7.536380161
"d + d",NA,NA,44.11543017,NA,NA,NA
"d - d",NA,NA,43.34854662,NA,NA,NA
"d - d",NA,NA,-43.34854662,NA,NA,NA
"d",1.113,NA,1.0319359,NA,NA,NA
"d",3.93,NA,3.818391705,NA,NA,NA
"d / d",NA,NA,-0.438954904,NA,NA,0.161153783
"d / d",NA,NA,0.673946793,NA,NA,NA
"d * d",NA,NA,13.00161764,NA,NA,5.820486618
"d + d",NA,NA,4.783184423,NA,NA,NA
"d - d",NA,NA,-2.8458336,NA,NA,NA
"d - d",NA,NA,2.8458336,NA,NA,NA
"d",8.78,-0.28805209,6.882688113,NA,NA,NA
"d",0.072,NA,NA,-0.120197261,NA,NA
"d / d",NA,NA,4.154766424,NA,NA,NA
"d / d",NA,NA,-0.028979977,NA,NA,NA
"d * d",NA,NA,NA,-5.085812145,NA,6.96647183
"d + d",NA,-0.323615984,6.096488268,NA,NA,NA
"d - d",NA,-0.253198541,7.355960048,NA,NA,NA
"d - d",NA,0.253198541,-7.355960048,NA,NA,NA
"d",18.1,-2.038590155,20.38455115,NA,NA,NA
"d",9003.7,NA,8981.400787,NA,NA,NA
"d / d",NA,-0.000149244,-0.002035055,NA,NA,NA
"d / d",NA,3.469521634,52.61886896,NA,NA,NA
"d * d",NA,NA,1300194.047,NA,NA,NA
"d + d",NA,NA,9003.570995,NA,NA,NA
"d - d",NA,NA,-8959.31006,NA,NA,NA
"d - d",NA,NA,8959.31006,NA,NA,NA
"d",93.94,NA,90.79759013,NA,NA,NA
"d",300.25,NA,270.4565374,NA,NA,NA
"d / d",NA,NA,0.022831224,-0.01099113,NA,NA
"d / d",NA,NA,-2.057888809,1.065823538,NA,NA
"d * d",NA,NA,172056.7866,NA,NA,44241.05903
"d + d",NA,NA,392.2991458,NA,NA,NA
"d - d",NA,NA,NA,NA,NA,-94.51608126
"d - d",NA,NA,NA,NA,NA,94.51608126
"d",1.457,NA,1.742599016,NA,NA,NA
"d",0.273818646,-0.002603185,0.279066715,NA,NA,NA
"d / d",NA,NA,-140.1394463,NA,NA,72.28263762
