"X","trait","beta","Aa","Ad","AaAa","AaAd","AdAd","Observed_Sum","PercentError"
1771,"Aa / Aa",0,-2.10447668769287,0,0,0,0,-2.10447668769287,Inf
1772,"Aa / Aa",0,0.0992284354122103,0,-0.02178958099618,0,0,0.0774388544160303,Inf
1773,"Aa * Aa",705.957790528275,705.873729329521,0,83.2530718945233,0,0,789.126801224044,11.7810174788967
1774,"Aa + Aa",19.8,18.9763466414184,0,0,0,0,18.9763466414184,4.15986544738183
1775,"Aa - Aa",2.88,1.79015522016079,0,0,0,0,1.79015522016079,37.8418326333059
1776,"Aa - Aa",-2.88,-1.79015522016079,0,0,0,0,-1.79015522016079,37.8418326333059
1777,"Aa",0.25,0.214758580125779,0,0,-0.34099527685249,0,-0.126236696726711,150.494678690684
1778,"Aa",1.145,1.10219196147432,0,0.189809358876299,0.784978547758339,0,2.07697986810896,81.3956216689046
1779,"Aa / Aa",0,-0.0423252654859991,0,0,0,0,-0.0423252654859991,Inf
1780,"Aa / Aa",0,0.112951000287331,0,0,0,0,0.112951000287331,Inf
1781,"Aa * Aa",8.53008248231055,9.22843418242515,0,0,0,0,9.22843418242515,8.1869278704259
1782,"Aa + Aa",1.395,1.37198151471755,0,0,0,0,1.37198151471755,1.65007062956631
1783,"Aa - Aa",-0.895,-0.861959485882635,0,-0.320287960962642,-1.45936910169693,0,-2.64161654854221,195.152686987956
1784,"Aa - Aa",0.895,0.861959485882635,0,0.320287960962642,1.45936910169693,0,2.64161654854221,195.152686987956
1785,"Aa",1.405,1.7487300005445,0,0,0,-1.23392629410423,0.51480370644027,63.3591668014043
1786,"Aa",0.825,0.82167476391793,0,0,0,0,0.82167476391793,0.403058919038778
1787,"Aa / Aa",0,69.1887290079008,103.58290433709,0,0,0,172.771633344991,Inf
1788,"Aa / Aa",0,0.0215688675237094,0,0,0,0.00122676029645078,0.0227956278201602,Inf
1789,"Aa * Aa",31.8544649564554,31.5719845969898,0,1.60076584830581,0,0,33.1727504452956,4.13846376212029
1790,"Aa + Aa",2.23,2.57455669016448,0,0,0,-1.23308797463875,1.34146871552573,39.8444522185771
1791,"Aa - Aa",0.58,0.900819864599967,0,0,0,-1.3142320101577,-0.413412145557733,171.277956130644
1792,"Aa - Aa",-0.58,-0.900819864599967,0,0,0,1.3142320101577,0.413412145557733,171.277956130644
1793,"Aa",0.2635,0.273820134618234,0,0,0,0,0.273820134618234,3.91655962741328
1794,"Aa",0.865,0.886399615851587,0,0,0,0,0.886399615851587,2.4739440290852
1795,"Aa / Aa",0,0.0351289767819838,0,0,0,0,0.0351289767819838,Inf
1796,"Aa / Aa",0,-1.32476210352589,0,0.330012302657521,0,0,-0.994749800868369,Inf
1797,"Aa * Aa",1.43160536652584,1.41900835554832,0,0.302487353595063,0,0,1.72149570914338,20.2493193582416
1798,"Aa + Aa",1.1285,1.15784135314486,0,0,0,0,1.15784135314486,2.60003129329729
1799,"Aa - Aa",-0.6015,-0.614090289484005,0,0,0,0,-0.614090289484005,2.09314870889526
1800,"Aa - Aa",0.6015,0.614090289484005,0,0,0,0,0.614090289484005,2.09314870889526
1801,"Aa",0.850000000000001,1.33745556378559,0,0,0,0,1.33745556378559,57.3477133865398
1802,"Aa",59.05,59.1660092060898,0,0,0,0,59.1660092060898,0.196459282116511
1803,"Aa / Aa",0,0.518609274090943,0.764204784625298,0,0,0,1.28281405871624,Inf
1804,"Aa / Aa",0,3.00963152813211,0.274722513541081,0,0,0,3.28435404167319,Inf
1805,"Aa * Aa",1176.33181242229,1176.68111102162,0,89.6221314643038,12.1469583371436,0,1278.45020082307,8.68108703023988
1806,"Aa + Aa",59.9,60.4951195803624,0,0,0,0,60.4951195803624,0.993521836998999
1807,"Aa - Aa",-58.2,-57.8553521994384,0,0,0,0,-57.8553521994384,0.592178351480417
1808,"Aa - Aa",58.2,57.8553521994384,0,0,0,0,57.8553521994384,0.592178351480417
1809,"Aa",0.0425,0.0329567284800261,0,0,0.084834905283576,0,0.117791633763602,177.156785326123
1810,"Aa",4.8,0,0,0,0,0,0,100
1811,"Aa / Aa",0,0,0,0,0,0,0,NA
1812,"Aa / Aa",0,-3.16397496953794,0,0,0,0,-3.16397496953794,Inf
1813,"Aa * Aa",10.7764775320433,0,0,0,31.3410544666352,0,31.3410544666352,190.828374795421
1814,"Aa + Aa",4.8425,0,0,0,0,0,0,100
1815,"Aa - Aa",-4.7575,0,0,0,0,0,0,100
1816,"Aa - Aa",4.7575,0,0,0,0,0,0,100
1817,"Aa",44,44.3214615368553,0,0,0,0,44.3214615368553,0.73059440194387
1818,"Aa",2.385,2.40805352368214,0,0,0,0,2.40805352368214,0.966604766546764
1819,"Aa / Aa",0,1.50489094182912,0,0,0,0,1.50489094182912,Inf
1820,"Aa / Aa",0,-0.0218023832195854,0,0,0,0,-0.0218023832195854,Inf
1821,"Aa * Aa",1046.09019936528,1042.07280676045,0,87.979275898726,0,0,1130.05208265918,8.02625656418924
1822,"Aa + Aa",46.385,46.6328946968798,0,0,0,0,46.6328946968798,0.534428580100904
1823,"Aa - Aa",41.615,42.0110437988641,0,0,0,0,42.0110437988641,0.951685206930431
1824,"Aa - Aa",-41.615,-42.0110437988641,0,0,0,0,-42.0110437988641,0.951685206930431
1825,"Aa",8.9,9.15095161602779,0,0,0,0,9.15095161602779,2.81968107896393
1826,"Aa",17.375,16.7090506470348,0,0,0,0,16.7090506470348,3.83280203145439
1827,"Aa / Aa",0,-0.0574214703804869,0,0,0,0,-0.0574214703804869,Inf
1828,"Aa / Aa",0,0.0967812562258005,0,0,0,0,0.0967812562258005,Inf
1829,"Aa * Aa",1299.66615737892,1272.93375505556,0,0,0,0,1272.93375505556,2.05686684781207
1830,"Aa + Aa",26.275,25.637782581644,0,0,0,0,25.637782581644,2.42518522685442
1831,"Aa - Aa",-8.475,-7.63492155219362,0,0,0,0,-7.63492155219362,9.91243006261215
1832,"Aa - Aa",8.475,7.63492155219362,0,0,0,0,7.63492155219362,9.91243006261215
1833,"Aa",13.555,13.7610011897496,0,0,0,0,13.7610011897496,1.51974319254592
1834,"Aa",14.1,14.0763274633045,0,-0.117782131547304,0,0,13.9585453317572,1.0032245974667
1835,"Aa / Aa",0,1.96970058933387,2.87167126117569,0,0,0,4.84137185050956,Inf
1836,"Aa / Aa",0,0.390987065538844,0,0,0,0,0.390987065538844,Inf
1837,"Aa * Aa",495.029836372865,496.116094955721,0,192.470533169707,0,0,688.586628125428,39.1000253986252
1838,"Aa + Aa",27.655,27.8198845784528,0,0,0,0,27.8198845784528,0.596219773830408
1839,"Aa - Aa",-0.545,0,0,0,0,0,0,100
1840,"Aa - Aa",0.545,0,0,0,0,0,0,100
1841,"Aa",2,2.47187013007145,0,0,-2.99962513494379,0,-0.52775500487234,126.387750243617
1842,"Aa",1.55,1.55890064923095,0,0,0,0,1.55890064923095,0.57423543425484
1843,"Aa / Aa",0,-13.3737918017385,0,0,0,0,-13.3737918017385,Inf
1844,"Aa / Aa",0,0.0276721497111867,0,0,0,0,0.0276721497111867,Inf
1845,"Aa * Aa",90.1442252474745,89.5323319289279,0,0,0,0,89.5323319289279,0.678793696286979
1846,"Aa + Aa",3.55,4.01358706459372,0,0,0,0,4.01358706459372,13.0587905519358
1847,"Aa - Aa",0.45,0.601266440462673,0,0,0,0,0.601266440462673,33.6147645472607
1848,"Aa - Aa",-0.45,-0.601266440462673,0,0,0,0,-0.601266440462673,33.6147645472607
1849,"Aa",1.2557302385,1.26787544242935,0,0,0,0,1.26787544242935,0.967182564931913
1850,"Aa",1.788,1.69614536473284,0,0,0,0,1.69614536473284,5.13728385163088
1851,"Aa / Aa",0,0.232122269814756,0,-0.0604469848147198,0,0,0.171675285000036,Inf
1852,"Aa / Aa",0,0,0,0,0,0,0,NA
1853,"Aa * Aa",7.06641618186765,7.0692921141847,-1.38947684573942,0.694079740487722,0,0,6.373895008933,9.80017529552887
1854,"Aa + Aa",3.0437302385,2.95957792822976,0,0,0,0,2.95957792822976,2.76477557721118
1855,"Aa - Aa",-0.5322697615,-0.434062013082786,0,-0.301007712444803,0,-0.318954084948486,-1.05402381047608,98.0243640941972
1856,"Aa - Aa",0.5322697615,0.434062013082786,0,0.301007712444803,0,0.318954084948486,1.05402381047608,98.0243640941972
1857,"Aa",7.07,7.48941292920255,0,0,0,0,7.48941292920255,5.93229037061598
1858,"Aa",0.35657932,0.391427711439589,0,0,0,0,0.391427711439589,9.7729704121902
1859,"Aa / Aa",0,-1.67326319604559,0,0.336334726521495,0,0,-1.3369284695241,Inf
1860,"Aa / Aa",0,0.00175489863326123,0,0,0,0,0.00175489863326123,Inf
1861,"Aa * Aa",39.7867816265559,39.4841527956127,0,0,0,0,39.4841527956127,0.760626566339831
1862,"Aa + Aa",7.42657932,7.87074742418785,0,0,0,0,7.87074742418785,5.9807898771335
1863,"Aa - Aa",6.71342068,7.1076177165737,0,0,0,0,7.1076177165737,5.87177618331078
1864,"Aa - Aa",-6.71342068,-7.1076177165737,0,0,0,0,-7.1076177165737,5.87177618331078
1865,"Aa",9.878,9.82724142317579,0,0,0,0,9.82724142317579,0.513854796762602
1866,"Aa",0.1495,0.126142031526369,0,0,0.0625872030827733,0,0.188729234609142,26.2402907084564
1867,"Aa / Aa",0,2.11122572619399,0,0,0,0,2.11122572619399,Inf
1868,"Aa / Aa",0,-0.00262542916307535,0,0,0,0,-0.00262542916307535,Inf
1869,"Aa * Aa",38.6185426514156,38.3329452995673,0,10.7293768797745,0,0,49.0623221793418,27.0434325349752
1870,"Aa + Aa",10.0275,9.95584289690969,0,0,0,0,9.95584289690969,0.714605864774966
1871,"Aa - Aa",9.7285,9.69900101565915,0,0,0,0,9.69900101565915,0.303222329658743
1872,"Aa - Aa",-9.7285,-9.69900101565915,0,0,0,0,-9.69900101565915,0.303222329658743
1873,"Aa",38.5,35.0733662062413,0,0,14.8698629298827,0,49.943229136124,29.7226730808416
1874,"Aa",2,2.05819095522358,0,0,0,0,2.05819095522358,2.909547761179
1875,"Aa / Aa",0,0,0,0,0,0,0,NA
1876,"Aa / Aa",0,0,0,0,0,0,0,NA
1877,"Aa * Aa",923.99021638503,963.9942914788,0,0,0,0,963.9942914788,4.32949119854103
1878,"Aa + Aa",40.5,37.0672792113815,0,0,15.0860612485592,0,52.1533404599407,28.7736801480017
1879,"Aa - Aa",36.5,34.1673105983689,0,0,0,0,34.1673105983689,6.39092986748247
1880,"Aa - Aa",-36.5,-34.1673105983689,0,0,0,0,-34.1673105983689,6.39092986748247
1881,"Aa",6207.5,6578.39038687729,0,0,0,0,6578.39038687729,5.97487534236473
1882,"Aa",3.55,4.09927251788968,0,0,-0.727509463289437,0.525415714462692,3.89717876906293,9.77968363557562
1883,"Aa / Aa",0,166.908542046677,0,0,0,0,166.908542046677,Inf
1884,"Aa / Aa",0,-0.000617656612141976,0,0,0,0,-0.000617656612141976,Inf
1885,"Aa * Aa",226681.071259925,223657.171722036,0,0,0,0,223657.171722036,1.33398855099887
1886,"Aa + Aa",6211.05,6582.55406801787,0,0,0,0,6582.55406801787,5.98134080417755
1887,"Aa - Aa",6203.95,6574.22666261258,0,0,0,0,6574.22666261258,5.96840178616173
1888,"Aa - Aa",-6203.95,-6574.22666261258,0,0,0,0,-6574.22666261258,5.96840178616173
1889,"Aa",3.72,3.89502606311431,0,0,0,0,3.89502606311431,4.70500169662123
1890,"Aa",27.75,27.7541055343427,0,0,0,0,27.7541055343427,0.0147947183520685
1891,"Aa / Aa",0,-0.0510154177074229,0,0,0,0,-0.0510154177074229,Inf
1892,"Aa / Aa",0,0.419381745117908,0,0,0,0,0.419381745117908,Inf
1893,"Aa * Aa",1722.51518293778,1664.36506897232,0,0,0,0,1664.36506897232,3.37588397138446
1894,"Aa + Aa",31.47,31.5933535761032,0,0,0,0,31.5933535761032,0.391971960925333
1895,"Aa - Aa",-24.03,-24.2055682538922,0,0,0,0,-24.2055682538922,0.730621114823962
1896,"Aa - Aa",24.03,24.2055682538922,0,0,0,0,24.2055682538922,0.730621114823962
1897,"Aa",20.4,17.1848200160785,0,0,0,0,17.1848200160785,15.7606861956936
1898,"Aa",4.79,5.01650784096519,0,0,0,0,5.01650784096519,4.72876494708121
1899,"Aa / Aa",0,-5.87718435384622,-1.77501343276884,0,0,0,-7.65219778661506,Inf
1900,"Aa / Aa",0,0.0319233358736349,0.00398394829113469,0,0,0,0.0359072841647696,Inf
1901,"Aa * Aa",737.765432215525,713.107719543671,0,0,0,0,713.107719543671,3.34221577687727
1902,"Aa + Aa",25.19,22.1587791928445,0,0,0,0,22.1587791928445,12.0334291669532
1903,"Aa - Aa",15.61,12.2049429907798,0,0,0,0,12.2049429907798,21.8133056324164
1904,"Aa - Aa",-15.61,-12.2049429907798,0,0,0,0,-12.2049429907798,21.8133056324164
1905,"Aa",3.9,4.1691127119394,0,0,0,0,4.1691127119394,6.90032594716411
1906,"Aa",24,24.0079202839273,0,0,0,0,24.0079202839273,0.0330011830304233
1907,"Aa / Aa",0,-0.0703305120504702,0,0,0,0,-0.0703305120504702,Inf
1908,"Aa / Aa",0,1.06627274337251,0,0,0,0,1.06627274337251,Inf
1909,"Aa * Aa",358.307556416111,355.331320510756,0,105.96506028642,0,0,461.296380797176,28.7431349233008
1910,"Aa + Aa",27.9,28.1556302534106,0,0,0,0,28.1556302534106,0.916237467421509
1911,"Aa - Aa",-20.1,-19.8391648514948,0,0,0,0,-19.8391648514948,1.29768730599603
1912,"Aa - Aa",20.1,19.8391648514948,0,0,0,0,19.8391648514948,1.29768730599603
1913,"Aa",0.9,1.06976481337458,0,0,0,0,1.06976481337458,18.86275704162
1914,"Aa",220.4,222.238032402524,0,0,0,0,222.238032402524,0.833952995700541
1915,"Aa / Aa",0,-0.0215170774204864,0,0,0,0,-0.0215170774204864,Inf
1916,"Aa / Aa",0,9.85208897192681,0,-1.6183671402551,0,0,8.23372183167171,Inf
1917,"Aa * Aa",5160.72805237025,4845.76859316969,0,0,0,0,4845.76859316969,6.10300438241275
1918,"Aa + Aa",221.3,223.91137933629,0,0,0,0,223.91137933629,1.18001777509715
1919,"Aa - Aa",-219.5,-221.63856615165,0,0,0,0,-221.63856615165,0.974289818519361
1920,"Aa - Aa",219.5,221.63856615165,0,0,0,0,221.63856615165,0.974289818519361
1921,"Aa",30.75,31.2657409855608,0,0,0,0,31.2657409855608,1.67720645710829
1922,"Aa",12.375,9.62999121618229,0,0,5.09653851565089,-1.40303946784779,13.3234902639854,7.66456778978093
1923,"Aa / Aa",0,0,0,0,0,0,0,NA
1924,"Aa / Aa",0,0,0,0,0,0,0,NA
1925,"Aa * Aa",3031.10417724862,3125.42556682484,0,0,0,0,3125.42556682484,3.11178316747388
1926,"Aa + Aa",43.125,41.3353665055487,0,0,0,0,41.3353665055487,4.14987476974215
1927,"Aa - Aa",18.375,21.3321606627157,0,0,0,0,21.3321606627157,16.0933913617181
1928,"Aa - Aa",-18.375,-21.3321606627157,0,0,0,0,-21.3321606627157,16.0933913617181
1929,"Aa",0.06,0.0580842750796685,0,0,0,0,0.0580842750796685,3.19287486721917
1930,"Aa",0.0485,0.0443135702968416,0,-0.0131570581325588,0,0,0.0311565121642828,35.7597687334375
1931,"Aa / Aa",0,0.0463822699578029,0,0,0,0,0.0463822699578029,Inf
1932,"Aa / Aa",0,-0.0682412386787126,0,0,0,0,-0.0682412386787126,Inf
1933,"Aa * Aa",0.0282983188917473,0.0284031058785528,0,-0.00379562813354634,0,0,0.0246074777450065,13.0426162799982
1934,"Aa + Aa",0.1085,0.101017950294519,0,-0.0230635054340807,0,0,0.0779544448604383,28.1525853820845
1935,"Aa - Aa",0.0115,0.0111709546410586,-0.0115100767806161,0,0.0309050024017975,0,0.03056588026224,165.790263149913
1936,"Aa - Aa",-0.0115,-0.0111709546410586,0.0115100767806161,0,-0.0309050024017975,0,-0.03056588026224,165.790263149913
1937,"Aa",0.09,0.0797225390546247,0,0,0,0,0.0797225390546247,11.419401050417
1938,"Aa",34.064761905,34.0878802292285,0,0,0,0,34.0878802292285,0.0678658030635238
1939,"Aa / Aa",0,0.0247441365716915,0,0,0,0,0.0247441365716915,Inf
1940,"Aa / Aa",0,-33.3411261763553,0,0,0,0,-33.3411261763553,Inf
1941,"Aa * Aa",35.0577344366043,-35.1838350840539,0,0,2.92440236677374,-1.49991930211811,-33.7593520193983,196.296445169456
1942,"Aa + Aa",34.154761905,34.1684913178886,0,0,0,0,34.1684913178886,0.0401976536296431
1943,"Aa - Aa",-33.974761905,-34.006696910933,0,0,0,0,-34.006696910933,0.0939962611726229
1944,"Aa - Aa",33.974761905,34.006696910933,0,0,0,0,34.006696910933,0.0939962611726229
1945,"Aa",4.8,4.68203436135846,0,0,0,0,4.68203436135846,2.45761747169874
1946,"Aa",0.8125,0.805377115439701,0,0,0,0.00722225419939258,0.812599369639094,0.012230109426908
1947,"Aa / Aa",0,-3.79875236478886,0,0,0,0,-3.79875236478886,Inf
1948,"Aa / Aa",0,0.0601663910746019,0,-0.0274881522382313,-0.0186439396262714,0,0.0140342992100992,Inf
1949,"Aa * Aa",11.442594868415,11.4275150213442,0,3.70297850444931,0,0,15.1304935257935,32.2295659313974
1950,"Aa + Aa",5.6125,5.48821436257434,0,0,0,0,5.48821436257434,2.21444342851956
1951,"Aa - Aa",3.9875,3.8760992481704,0,0,0,0,3.8760992481704,2.79374926218432
1952,"Aa - Aa",-3.9875,-3.8760992481704,0,0,0,0,-3.8760992481704,2.79374926218432
1953,"Aa",10.25,10.2461201961891,0,0,0,0,10.2461201961891,0.0378517444965856
1954,"Aa",113.875,110.42959041993,0,0,0,0,110.42959041993,3.02560665648299
1955,"Aa / Aa",0,0.0102762374904367,0,0,0,0,0.0102762374904367,Inf
1956,"Aa / Aa",0,-12.0417255373925,-6.84786428002919,0,0,0,-18.8895898174217,Inf
1957,"Aa * Aa",9199.33932347115,9185.31921189864,0,965.05712443702,0,0,10150.3763363357,10.3381012420973
1958,"Aa + Aa",124.125,120.761527600282,0,0,0,0,120.761527600282,2.70974614277382
1959,"Aa - Aa",-103.625,-100.096413153985,0,0,0,0,-100.096413153985,3.40515015296985
1960,"Aa - Aa",103.625,100.096413153985,0,0,0,0,100.096413153985,3.40515015296985
1961,"Aa",9.15,10.6742017727815,0,0,0,0,10.6742017727815,16.6579428719289
1962,"Aa",0.765,0.79437246703301,0,0,0.213973129447472,0,1.00834559648048,31.8098818928735
1963,"Aa / Aa",0,0,0,0,0,0,0,NA
1964,"Aa / Aa",0,0,0,0,0,0,0,NA
1965,"Aa * Aa",85.2676342496475,84.9817775003941,-13.0059753230651,0,0,0,71.975802177329,15.5883673673912
1966,"Aa + Aa",9.915,11.4964411249846,0,0,0,0,11.4964411249846,15.9499861319677
1967,"Aa - Aa",8.385,9.85376754930028,0,0,0,0,9.85376754930028,17.5166076243325
1968,"Aa - Aa",-8.385,-9.85376754930028,0,0,0,0,-9.85376754930028,17.5166076243325
1969,"Aa",2.61,2.66706689876975,0,0,0,0,2.66706689876975,2.1864712172318
1970,"Aa",46.97,49.3670964614073,0,2.14864455611072,0,0,51.515741017518,9.67796682460724
1971,"Aa / Aa",0,-0.00104771731369977,0,0,0,0,-0.00104771731369977,Inf
1972,"Aa / Aa",0,0,0,0,0,0,0,NA
1973,"Aa * Aa",825.09552449315,822.395950657119,0,190.070326399097,0,0,1012.46627705622,22.7089769609605
1974,"Aa + Aa",49.58,52.1095945963273,0,0,0,0,52.1095945963273,5.10204638226563
1975,"Aa - Aa",-44.36,-46.6337695628375,0,-2.15246417108037,0,0,-48.7862337339179,9.9779840710502
1976,"Aa - Aa",44.36,46.6337695628375,0,2.15246417108037,0,0,48.7862337339179,9.9779840710502
1977,"Aa",0.1455,0.136368699094782,0,0,0,0,0.136368699094782,6.27580818228041
1978,"Aa",0.3214285715,0.323713979948737,0,0,0,0,0.323713979948737,0.711015961671297
1979,"Aa / Aa",0,-0.83855912299004,0,0,0,0,-0.83855912299004,Inf
1980,"Aa / Aa",0,0.292494089372227,0,0,0,0.0542434138081844,0.346737503180411,Inf
1981,"Aa * Aa",0.346298700679909,0.345275085584422,0,0.0624467026891416,0,0,0.407721788273564,17.7370251384308
1982,"Aa + Aa",0.4669285715,0.457841173116927,-0.0316762787387614,0,0,0,0.426164894378166,8.7301740801343
1983,"Aa - Aa",-0.1759285715,-0.185260372858005,0,0,0,0,-0.185260372858005,5.30431258461336
1984,"Aa - Aa",0.1759285715,0.185260372858005,0,0,0,0,0.185260372858005,5.30431258461336
1985,"Aa",8.4,8.44085011440188,0,0,0,0,8.44085011440188,0.486310885736654
1986,"Aa",4.065,3.89338860155523,0,0.536152941699466,0,0,4.4295415432547,8.96781164218193
1987,"Aa / Aa",0,0.202550774919748,0,0,0,0,0.202550774919748,Inf
1988,"Aa / Aa",0,-1.00276834800692,0,0,0,0,-1.00276834800692,Inf
1989,"Aa * Aa",338.413639169828,324.822932032306,0,0,0,0,324.822932032306,4.01600454723448
1990,"Aa + Aa",12.465,12.2072047212327,0,0,0,0,12.2072047212327,2.06815305870277
1991,"Aa - Aa",4.335,4.39328717045165,0,0,0,0,4.39328717045165,1.34457140603576
1992,"Aa - Aa",-4.335,-4.39328717045165,0,0,0,0,-4.39328717045165,1.34457140603576
1993,"Aa",14.025,14.4684204020487,1.57754931190474,0,0.58184011179094,0,16.6278098257444,18.5583588288369
1994,"Aa",4095.5,4119.89203572424,0,0,0,0,4119.89203572424,0.595581387479907
1995,"Aa / Aa",0,-0.000750431889456198,0,0,0,0,-0.000750431889456198,Inf
1996,"Aa / Aa",0,20.7801401302201,0,0,0,0,20.7801401302201,Inf
1997,"Aa * Aa",517853.11691686,526013.657085464,0,0,0,0,526013.657085464,1.57584069729837
1998,"Aa + Aa",4109.525,4134.37045799615,0,0,0,0,4134.37045799615,0.604582232646128
1999,"Aa - Aa",-4081.475,-4105.42029510527,0,0,0,0,-4105.42029510527,0.586682390686464
2000,"Aa - Aa",4081.475,4105.42029510527,0,0,0,0,4105.42029510527,0.586682390686464
2001,"Aa",8.15,7.89013667984652,0,0,0,0,7.89013667984652,3.18850699574823
2002,"Aa",10.05,8.90873044209724,0,0,0,0,8.90873044209724,11.3559159990324
2003,"Aa / Aa",0,0.0860471747010714,0,0,0,0,0.0860471747010714,Inf
2004,"Aa / Aa",0,-0.629853261042441,0,0,0,0,-0.629853261042441,Inf
2005,"Aa * Aa",578.45704943833,578.454924229938,0,61.8519228385924,-6.43203585695268,0,633.874811211578,9.58027252447821
2006,"Aa + Aa",18.2,16.7918557262362,0,0,0.537967918754031,0,17.3298236449902,4.78118876378993
2007,"Aa - Aa",-1.9,-0.935779515564155,0,0,0,0,-0.935779515564155,50.748446549255
2008,"Aa - Aa",1.9,0.935779515564155,0,0,0,0,0.935779515564155,50.748446549255
2009,"Aa",0.7891115945,0.78960283256998,0,0,0,0,0.78960283256998,0.0622520405737076
2010,"Aa",48.5,52.5201311915187,0,0,0,0,52.5201311915187,8.28893029179114
2011,"Aa / Aa",0,0.00410106658094069,0,-0.00100029060948788,0,0,0.00310077597145281,Inf
2012,"Aa / Aa",0,0,0,0,0,0,0,NA
2013,"Aa * Aa",158.756316648374,158.358416180537,0,37.3491519226899,0,0,195.707568103227,23.2754527410052
2014,"Aa + Aa",49.2891115945,53.3087374901709,0,0,0,0,53.3087374901709,8.15520054153184
2015,"Aa - Aa",-47.7108884055,-51.7315243698123,0,0,0,0,-51.7315243698123,8.42708257733639
2016,"Aa - Aa",47.7108884055,51.7315243698123,0,0,0,0,51.7315243698123,8.42708257733639
2017,"Aa",1.62,1.72480042111062,0,0,0,0,1.72480042111062,6.46916179695185
2018,"Aa",10.195,10.5752216938096,0,0,0,0,10.5752216938096,3.72949184707798
2019,"Aa / Aa",0,-0.253010146588124,0,0,0,0,-0.253010146588124,Inf
2020,"Aa / Aa",0,0.500024278702407,0,0,0,0,0.500024278702407,Inf
2021,"Aa * Aa",212.683808538697,209.539854027002,0,0,0,0,209.539854027002,1.4782293646594
2022,"Aa + Aa",11.815,12.3063039468567,0,0,0,0,12.3063039468567,4.15830678676851
2023,"Aa - Aa",-8.575,-8.93228697710491,0,0,0,0,-8.93228697710491,4.16661197789984
2024,"Aa - Aa",8.575,8.93228697710491,0,0,0,0,8.93228697710491,4.16661197789984
2025,"Aa",179.25,191.959991707983,0,0,0,0,191.959991707983,7.09065088311464
2026,"Aa",41562.421875,41199.4779186354,0,0,0,0,41199.4779186354,0.873250258264939
2027,"Aa / Aa",0,0.0199320840959802,0,0,0,0,0.0199320840959802,Inf
2028,"Aa / Aa",0,45.4965743103886,0,-10.3515396327514,0,0,35.1450346776372,Inf
2029,"Aa * Aa",38908117.9766784,38698286.2583063,0,8077526.78259008,0,0,46775813.0408964,20.2212172506876
2030,"Aa + Aa",41741.671875,41390.9109075639,0,0,0,0,41390.9109075639,0.840313652233416
2031,"Aa - Aa",-41383.171875,-41008.1777397203,0,0,0,0,-41008.1777397203,0.906151264606764
2032,"Aa - Aa",41383.171875,41008.1777397203,0,0,0,0,41008.1777397203,0.906151264606764
2033,"Aa",0.825,0.851254659809807,0,0,0,0,0.851254659809807,3.18238300724934
2034,"Aa",0.213,0.206153421124779,0,0,0,0,0.206153421124779,3.21435627944648
2035,"Aa / Aa",0,0.476029121956871,0,0,0,0,0.476029121956871,Inf
2036,"Aa / Aa",0,0,0,0,0,0,0,NA
2037,"Aa * Aa",0.554481899386495,0.55560944334481,0,0.164359507568499,0,0,0.719968950913309,29.8453478300945
2038,"Aa + Aa",1.038,1.05573846145722,0,0,0,0,1.05573846145722,1.70890765483815
2039,"Aa - Aa",0.612,0.649333311717338,0,0,0,0,0.649333311717338,6.10021433289837
2040,"Aa - Aa",-0.612,-0.649333311717338,0,0,0,0,-0.649333311717338,6.10021433289837
2041,"Aa",2.88,3.00315154703538,0,-0.609954658230386,0,0,2.39319688880499,16.9028858053821
2042,"Aa",0.1455,0.168049067026974,0,0,0,0,0.168049067026974,15.497640568367
2043,"Aa / Aa",0,-5.26771221666921,0,0,6.5190394729794,0,1.25132725631019,Inf
2044,"Aa / Aa",0,0.00229479869964538,0,0,0,0,0.00229479869964538,Inf
2045,"Aa * Aa",9.0695722280833,8.80892478642953,0,0,0,0,8.80892478642953,2.87386698180421
2046,"Aa + Aa",3.0255,3.13610158100419,0,-0.785501021516039,0.587349527314371,0,2.93795008680252,2.89373370343671
2047,"Aa - Aa",2.7345,2.86060445632241,0,0,0,0,2.86060445632241,4.61160930050868
2048,"Aa - Aa",-2.7345,-2.86060445632241,0,0,0,0,-2.86060445632241,4.61160930050868
2049,"Aa",0.25,0.279454516991322,0,0,0,0,0.279454516991322,11.7818067965288
2050,"Aa",270,283.37117593634,0,0,0,0,283.37117593634,4.95228738382964
2051,"Aa / Aa",0,2.28042101917787e-05,0,0,0,0,2.28042101917787e-05,Inf
2052,"Aa / Aa",0,-43.129738239538,0,0,0,0,-43.129738239538,Inf
2053,"Aa * Aa",439.647528797052,432.811003098452,-86.7330834220395,0,0,0,346.077919676412,21.2828693423255
2054,"Aa + Aa",270.25,283.64677970138,0,0,0,0,283.64677970138,4.95718027803146
2055,"Aa - Aa",-269.75,-283.095569834194,0,0,0,0,-283.095569834194,4.94738455391808
2056,"Aa - Aa",269.75,283.095569834194,0,0,0,0,283.095569834194,4.94738455391808
2057,"Aa",0.25,0.23060872596207,0,0,0,0,0.23060872596207,7.756509615172
2058,"Aa",1.7,1.69808684702301,0.0348399369312806,0,0.115610947832487,0,1.84853773178678,8.73751363451633
2059,"Aa / Aa",0,-1.9737994413392,0,0,0,0,-1.9737994413392,Inf
2060,"Aa / Aa",0,0.271327733069477,0.00769606698087369,0,0,0,0.279023800050351,Inf
