"X","trait","beta","Aa","Ad","AaAa","AaAd","AdAd","Observed_Sum","PercentError"
292,"Aa / Aa",0,-8.55873307165663,0,2.19227695921117,0,0,-6.36645611244546,Inf
293,"Aa * Aa",63144.834175135,64456.1832851806,0,0,0,0,64456.1832851806,2.07673220965078
294,"Aa + Aa",197.315,206.371705125707,0,0,0,0,206.371705125707,4.58997294970326
295,"Aa - Aa",-136.485,-144.530310994916,0,0,0,-63.5288369642336,-208.05914795915,52.4410359813529
296,"Aa - Aa",136.485,144.530310994916,0,0,0,63.5288369642336,208.05914795915,52.4410359813529
297,"Aa",0.0425,0.0298524891138544,0,0,0,0,0.0298524891138544,29.758849143872
298,"Aa",9.95,10.4345234399259,0,0,0,0,10.4345234399259,4.86958231081308
299,"Aa / Aa",0,-0.0127031518655557,-0.00539526489396074,0,0,0,-0.0180984167595164,Inf
300,"Aa / Aa",0,14.0357648923772,0,0,0,0,14.0357648923772,Inf
301,"Aa * Aa",7.32266814985425,7.45123333871217,0,0,0,0,7.45123333871217,1.75571507853293
302,"Aa + Aa",9.9925,10.4630176264646,0,0,0,0,10.4630176264646,4.70870779549262
303,"Aa - Aa",-9.9075,-10.405729896504,0,0,0,0,-10.405729896504,5.02881550849357
304,"Aa - Aa",9.9075,10.405729896504,0,0,0,0,10.405729896504,5.02881550849357
305,"Aa",0.6855,0.431589140260799,0,0,0,0,0.431589140260799,37.040242120963
306,"Aa",87.5,85.4901502660887,0,0,0,0,85.4901502660887,2.29697112447005
307,"Aa / Aa",0,-0.0870972855466703,0,0,0,0,-0.0870972855466703,Inf
308,"Aa / Aa",0,8.48274830583706,0,0,0,0,8.48274830583706,Inf
309,"Aa * Aa",877.256090907915,874.524477005789,0,34.6710131909088,0,0,909.195490196698,3.64082958440643
310,"Aa + Aa",88.1855,85.9505531939106,0,0,0,0,85.9505531939106,2.53436994300584
311,"Aa - Aa",-86.8145,-85.0468536155485,0,0,0,0,-85.0468536155485,2.03611883320355
312,"Aa - Aa",86.8145,85.0468536155485,0,0,0,0,85.0468536155485,2.03611883320355
313,"Aa",5.6,4.25427583105889,0,0,0,0,4.25427583105889,24.0307887310912
314,"Aa",0.365142715065176,0.365009106044235,0,0,0,0,0.365009106044235,0.0365909041666509
315,"Aa / Aa",0,-56.8878091050307,-29.8385003919273,0,0,0,-86.726309496958,Inf
316,"Aa / Aa",0,0.00556260442131402,0,0,0,0.000801034355428212,0.00636363877674223,Inf
317,"Aa * Aa",23.6647892229485,23.5544708834185,0,0,0,0,23.5544708834185,0.466170809681334
318,"Aa + Aa",5.96514271506518,4.62207509169223,0,0,0,0,4.62207509169223,22.5152638843155
319,"Aa - Aa",5.23485728493482,3.8864781965157,0,0,0,0,3.8864781965157,25.7577048432545
320,"Aa - Aa",-5.23485728493482,-3.8864781965157,0,0,0,0,-3.8864781965157,25.7577048432545
321,"Aa",213.005,220.514356875984,0,0,0,0,220.514356875984,3.52543690335156
322,"Aa",6.01,5.72539735072542,0,-0.187642543854916,0,0,5.5377548068705,7.85765712361889
323,"Aa / Aa",0,4.80590024258356,0,0,0,0,4.80590024258356,Inf
324,"Aa / Aa",0,-0.0113805529837056,0,0,0,0,-0.0113805529837056,Inf
325,"Aa * Aa",6824.7813455899,6824.9844996556,-814.525637494652,0,0,0,6010.45886216095,11.9318472225511
326,"Aa + Aa",219.015,226.246660885647,0,0,0,0,226.246660885647,3.30190210060819
327,"Aa - Aa",206.995,214.77834912243,0,0,0,0,214.77834912243,3.76016286501123
328,"Aa - Aa",-206.995,-214.77834912243,0,0,0,0,-214.77834912243,3.76016286501123
329,"Aa",3.08335,3.16939607408004,0,0,0,0,3.16939607408004,2.79066839898294
330,"Aa",0.092,0.0853705758616583,0,0,0,0,0.0853705758616583,7.20589580254532
331,"Aa / Aa",0,3.15533909838424,0,-0.256250499211785,0,0,2.89908859917246,Inf
332,"Aa / Aa",0,-0.0930791692888001,0,0,0,0,-0.0930791692888001,Inf
333,"Aa * Aa",3.20117515109859,3.13910717419816,0,0.26623013419063,0,0,3.40533730838879,6.37772529316725
334,"Aa + Aa",3.17535,3.25518285637132,0,0,0,0,3.25518285637132,2.5141435234327
335,"Aa - Aa",2.99135,3.09122220652434,0,0.133877886834382,-0.178127351996125,0,3.0469727413626,1.8594528009961
336,"Aa - Aa",-2.99135,-3.09122220652434,0,-0.133877886834382,0.178127351996125,0,-3.0469727413626,1.8594528009961
337,"Aa",133.875,164.515412281386,0,0,0,0,164.515412281386,22.887329435209
338,"Aa",0.3335,0.37643393446996,0,0,0,0,0.37643393446996,12.8737434692534
339,"Aa / Aa",0,0,0,0,0,0,0,NA
340,"Aa / Aa",0,0,0,0,0,0,0,NA
341,"Aa * Aa",1158.73974372898,1181.1021345767,0,0,242.684717442687,77.490944650709,1501.2777966701,29.5612586687311
342,"Aa + Aa",134.2085,164.87160717044,0,0,0,0,164.87160717044,22.8473659793828
343,"Aa - Aa",133.5415,164.158974347321,0,0,0,0,164.158974347321,22.9273104969773
344,"Aa - Aa",-133.5415,-164.158974347321,0,0,0,0,-164.158974347321,22.9273104969773
345,"Aa",1.885,0.749298253427221,0,0,0,0,0.749298253427221,60.2494295264074
346,"Aa",10.05,9.98624565912837,0,0,0,0,9.98624565912837,0.6343715509615
347,"Aa / Aa",0,-0.157155036038886,0,0,0,0,-0.157155036038886,Inf
348,"Aa / Aa",0,0.201705152483087,0,0.0631974427182576,0,0,0.264902595201345,Inf
349,"Aa * Aa",477.707674007187,512.51829320446,0,0,0,0,512.51829320446,7.28701276771812
350,"Aa + Aa",11.935,11.4490477926148,0,0,0,0,11.4490477926148,4.07165653443821
351,"Aa - Aa",-8.165,-8.83172956819284,0,-2.63909768485936,0,0,-11.4708272530522,40.4877801965977
352,"Aa - Aa",8.165,8.83172956819284,0,2.63909768485936,0,0,11.4708272530522,40.4877801965977
353,"Aa",16.465,15.3471752842244,0,1.71220984584667,0,0,17.0593851300711,3.60999167975142
354,"Aa",0.0189999999999999,0,0,0,0,0,0,100
355,"Aa / Aa",0,7.50932999925502,0,0,0,0,7.50932999925502,Inf
356,"Aa / Aa",0,-0.005482293762886,0,0,0,0,-0.005482293762886,Inf
357,"Aa * Aa",31.7607453894482,30.5253740202889,0,0,0,0,30.5253740202889,3.88961705404346
358,"Aa + Aa",16.484,15.3698975760931,0,1.68955463839791,0,0,17.059452214491,3.49097436599738
359,"Aa - Aa",16.446,15.3225757865611,0,1.72303945770356,0,0,17.0456152442647,3.64596402933636
360,"Aa - Aa",-16.446,-15.3225757865611,0,-1.72303945770356,0,0,-17.0456152442647,3.64596402933636
361,"Aa",4.8,5.95240724721964,0,0,-6.00507129549444,-3.98836171225417,-4.04102576052897,184.188036677687
362,"Aa",5.46,5.88619844530385,0,0,0,0,5.88619844530385,7.80583233157235
363,"Aa / Aa",0,-0.0894781656910604,0,0,-0.271010045029754,-0.11943119571463,-0.479919406435444,Inf
364,"Aa / Aa",0,0.0120336388338867,0,0,0,0,0.0120336388338867,Inf
365,"Aa * Aa",1241.01275912485,1253.63998856378,0,0,0,0,1253.63998856378,1.01749392551247
366,"Aa + Aa",10.26,11.146584255196,0,0,0,0,11.146584255196,8.64117207793373
367,"Aa - Aa",-0.66,0,0,0,0,-3.41155887997561,-3.41155887997561,416.902860602365
368,"Aa - Aa",0.66,0,0,0,0,3.41155887997561,3.41155887997561,416.902860602365
369,"Aa",1.72,1.74270897108814,0,0,0,0.164441896455447,1.90715086754359,10.880864392069
370,"Aa",0.285,0.28513596530943,0,0,0,0,0.28513596530943,0.0477071261157885
371,"Aa / Aa",0,0.629536748539588,0,0,0,0,0.629536748539588,Inf
372,"Aa / Aa",0,-0.116111986482229,0,0,0,0,-0.116111986482229,Inf
373,"Aa * Aa",4.02928247433911,4.09233094697565,0,0,0,0,4.09233094697565,1.56475682799782
374,"Aa + Aa",2.005,2.02614436238243,0,0,0,0.151226843088128,2.17737120547056,8.59706760451661
375,"Aa - Aa",1.435,1.45289041642795,0,0,0,0,1.45289041642795,1.24671891483971
376,"Aa - Aa",-1.435,-1.45289041642795,0,0,0,0,-1.45289041642795,1.24671891483971
377,"Aa",2.07,2.24523154066568,0,0,-0.319738916205448,0.182775307564016,2.10826793202425,1.84869236832117
378,"Aa",18.6,19.2377343991314,0,0,0,0,19.2377343991314,3.42867956522258
379,"Aa / Aa",0,-0.0304243385589418,0,0,0,-0.0134104903188526,-0.0438348288777944,Inf
380,"Aa / Aa",0,0.708224085010572,0,0,0,0.280784228971943,0.989008313982515,Inf
381,"Aa * Aa",368.319965828913,361.490891378211,0,0,0,0,361.490891378211,1.85411465146424
382,"Aa + Aa",20.67,21.4503699481818,0,0,0,0,21.4503699481818,3.77537468883309
383,"Aa - Aa",-16.53,-17.0275897558109,0,0,0,0,-17.0275897558109,3.01022235820266
384,"Aa - Aa",16.53,17.0275897558109,0,0,0,0,17.0275897558109,3.01022235820266
385,"Aa",0.0154761904761905,0.0155103100678205,0,0,0,0,0.0155103100678205,0.220465053609237
386,"Aa",14.085,14.5644235659963,0,-0.939665621705151,0,0,13.6247579442911,3.26760422938482
387,"Aa / Aa",0,0.000220389184157798,0,-4.39763200675098e-05,0,0,0.000176412864090288,Inf
388,"Aa / Aa",0,0,0,0,0,0,0,NA
389,"Aa * Aa",1.12299925156116,1.13553838129385,0,0.22408173547431,0,0,1.35962011676816,21.0704383710013
390,"Aa + Aa",14.1004761904762,14.5799480198673,0,-0.939683503581776,0,0,13.6402645162855,3.2638023565581
391,"Aa - Aa",-14.0695238095238,-14.5488991118536,0,0.939647739728262,0,0,-13.6092513721253,3.27141446739581
392,"Aa - Aa",14.0695238095238,14.5488991118536,0,-0.939647739728262,0,0,13.6092513721253,3.27141446739581
393,"Aa",14.1,14.1046159647313,0,0,0,0,14.1046159647313,0.0327373385198613
394,"Aa",19.1666666635,19.5756868051538,0,0,0,0,19.5756868051538,2.13401813072024
395,"Aa / Aa",0,0.343505404083082,0,0,0.240072177822749,0.160305180487257,0.743882762393088,Inf
396,"Aa / Aa",0,1.01920991464747,1.69275066183404,0,0,0,2.71196057648151,Inf
397,"Aa * Aa",421.327114697336,419.621484687386,0,273.134331183254,0,0,692.75581587064,64.4223197854919
398,"Aa + Aa",33.2666666635,33.7249886848061,0,0,0,0,33.7249886848061,1.37772150706332
399,"Aa - Aa",-5.0666666635,-5.42223378882174,0,0,0,0,-5.42223378882174,7.0177722146836
400,"Aa - Aa",5.0666666635,5.42223378882174,0,0,0,0,5.42223378882174,7.0177722146836
401,"Aa",495,508.45192993407,0,0,0,0,508.45192993407,2.71756160284242
402,"Aa",18.55,19.3072983295031,0,0,0,0,19.3072983295031,4.08247077899246
403,"Aa / Aa",0,2.14432910416393,0,0,0,2.7432219315592,4.88755103572313,Inf
404,"Aa / Aa",0,-0.00622974379819252,0,0,0,-0.0044219291742331,-0.0106516729724256,Inf
405,"Aa * Aa",63312.7075775005,62271.6220340473,0,0,0,0,62271.6220340473,1.64435479588172
406,"Aa + Aa",513.55,528.617229124629,0,0,0,0,528.617229124629,2.93393615512201
407,"Aa - Aa",476.45,489.029042881664,0,0,0,0,489.029042881664,2.64016011788519
408,"Aa - Aa",-476.45,-489.029042881664,0,0,0,0,-489.029042881664,2.64016011788519
409,"Aa",76.5,76.4666964677491,0,0,0,0,76.4666964677491,0.0435340290861407
410,"Aa",23.4,27.2560376417815,0,0,0,0,27.2560376417815,16.4787933409466
411,"Aa / Aa",0,0.516582050171029,0,0,0,0,0.516582050171029,Inf
412,"Aa / Aa",0,2.15985971305631,3.91268700734131,0,0,0,6.07254672039762,Inf
413,"Aa * Aa",11545.8952278146,11677.4217182828,0,1935.02372624779,0,0,13612.4454445306,17.8985706689731
414,"Aa + Aa",99.9,103.885496327056,0,0,0,0,103.885496327056,3.98948581286887
415,"Aa - Aa",53.1,49.2509861967578,0,0,0,0,49.2509861967578,7.24861356542787
416,"Aa - Aa",-53.1,-49.2509861967578,0,0,0,0,-49.2509861967578,7.24861356542787
417,"Aa",1.1,1.15506099850743,0,-0.419692736937369,0,0,0.735368261570061,33.1483398572672
418,"Aa",1.5,1.51533579028587,0.501831799014227,0,0,0,2.0171675893001,34.4778392866731
419,"Aa / Aa",0,-0.019019419605546,0,-0.0342213492410444,0,-0.0370095563925335,-0.0902503252391239,Inf
420,"Aa / Aa",0,0,0,0,0,0,0,NA
421,"Aa * Aa",18.7326072213764,18.7602473873566,0,-2.4076078813558,0,0,16.3526395060008,12.7049464457875
422,"Aa + Aa",2.6,2.67424845424482,0,-0.796179324616593,0,0,1.87806912962823,27.7665719373759
423,"Aa - Aa",-0.4,-0.370373675794161,0,0,0,0,-0.370373675794161,7.40658105145976
424,"Aa - Aa",0.4,0.370373675794161,0,0,0,0,0.370373675794161,7.40658105145976
425,"Aa",3.83,4.22593411316176,0,0,0,0,4.22593411316176,10.3377053044846
426,"Aa",3.03,3.39992382560633,0,0,0,0,3.39992382560633,12.2087071157205
427,"Aa / Aa",0,-0.158358790807785,0,0,0,0,-0.158358790807785,Inf
428,"Aa / Aa",0,0.0362646690337781,0,0,0,0.0186124944974285,0.0548771635312066,Inf
429,"Aa * Aa",205.259006822614,206.020782759722,0,0,0,0,206.020782759722,0.371129115793853
430,"Aa + Aa",6.86,7.66070172832204,0,0,0,0,7.66070172832204,11.6720368560064
431,"Aa - Aa",0.8,0.71260626491791,0,0,0,0,0.71260626491791,10.9242168852613
432,"Aa - Aa",-0.8,-0.71260626491791,0,0,0,0,-0.71260626491791,10.9242168852613
433,"Aa",4.04,3.84805812325044,0,0,0,0,3.84805812325044,4.75103655320693
434,"Aa",2.415,2.37892278655803,0,0,0,0,2.37892278655803,1.49388047378758
435,"Aa / Aa",0,0,0,0,0,0,0,NA
436,"Aa / Aa",0,0,0,0,0,0,0,NA
437,"Aa * Aa",123.087176474443,124.268846566692,0,0,0,0,124.268846566692,0.960026971204723
438,"Aa + Aa",6.455,5.90167013680204,0,1.62562134293743,4.86949838049976,0,12.3967898602392,92.0494168898409
439,"Aa - Aa",1.625,0,0,0,5.66760078846425,0,5.66760078846425,248.775433136262
440,"Aa - Aa",-1.625,0,0,0,-5.66760078846425,0,-5.66760078846425,248.775433136262
441,"Aa",17.835,19.2650491833741,0,0,0,0,19.2650491833741,8.01821801723632
442,"Aa",0.04,0.0189494624388191,0,0,0,0,0.0189494624388191,52.6263439029523
443,"Aa / Aa",0,-19.4910711405486,0,0,0,0,-19.4910711405486,Inf
444,"Aa / Aa",0,0.00543282896357314,0,0,0,0,0.00543282896357314,Inf
445,"Aa * Aa",17.3361690605503,-18.5270495042296,0,0,0,0,-18.5270495042296,206.869340276505
446,"Aa + Aa",17.875,19.3052947172117,0,0,0,0,19.3052947172117,8.00164876761791
447,"Aa - Aa",17.795,19.2251668702333,0,0,0,0,19.2251668702333,8.03690289538239
448,"Aa - Aa",-17.795,-19.2251668702333,0,0,0,0,-19.2251668702333,8.03690289538239
449,"Aa",412.5,417.734974100897,0,0,0,0,417.734974100897,1.26908463052048
450,"Aa",3.4875,3.34249994731868,0,0,0,0,3.34249994731868,4.15770760376544
451,"Aa / Aa",0,11.9019334088112,0,0,0,0,11.9019334088112,Inf
452,"Aa / Aa",0,-0.00187373795167033,0,-0.00071298518339638,0,-0.000843608316919056,-0.00343033145198577,Inf
453,"Aa * Aa",8221.17900412815,8277.78418354325,0,730.641263089729,0,0,9008.42544663298,9.57583385679261
454,"Aa + Aa",415.9875,421.088558866642,0,0,0,0,421.088558866642,1.2262529202541
455,"Aa - Aa",409.0125,414.38085649687,0,0,0,0,414.38085649687,1.31251648711715
456,"Aa - Aa",-409.0125,-414.38085649687,0,0,0,0,-414.38085649687,1.31251648711715
457,"Aa",1.285,1.20196792195182,0,0,0,0,1.20196792195182,6.46164031503346
458,"Aa",0.04,0.0281510513497182,0,0,0,0,0.0281510513497182,29.6223716257045
459,"Aa / Aa",0,0.838894462130194,0,0,0,0,0.838894462130194,Inf
460,"Aa / Aa",0,-0.00198141046183516,0,0,0,0,-0.00198141046183516,Inf
461,"Aa * Aa",1.10119850906413,1.15530349588604,0,0,0,0,1.15530349588604,4.91328188120158
462,"Aa + Aa",1.325,1.23622517844803,0,0,0,0,1.23622517844803,6.69998653222414
463,"Aa - Aa",1.245,1.16827545952043,0,0,0,0,1.16827545952043,6.16261369313815
464,"Aa - Aa",-1.245,-1.16827545952043,0,0,0,0,-1.16827545952043,6.16261369313815
465,"Aa",3.8125,3.87191221579903,0,0,0,0.227246307566215,4.09915852336525,7.51891208826873
466,"Aa",8.65,8.64771094803728,0,0,0,0,8.64771094803728,0.0264630284707476
467,"Aa / Aa",0,0,0,0,0,0,0,NA
468,"Aa / Aa",0,0.754079840545117,0,-0.272593132975953,0,0,0.481486707569164,Inf
469,"Aa * Aa",105.784807071852,105.871553422151,0,27.1097465095157,0,0,132.981299931667,25.709261672465
470,"Aa + Aa",12.4625,12.5093243417885,0,0,0,0,12.5093243417885,0.375721900008015
471,"Aa - Aa",-4.8375,-4.77351645311877,0,0,0,0,-4.77351645311877,1.3226572998704
472,"Aa - Aa",4.8375,4.77351645311877,0,0,0,0,4.77351645311877,1.3226572998704
473,"Aa",0.8285,0.809587812505174,0,0,0,0,0.809587812505174,2.28270217197659
474,"Aa",2.3,2.06792940434646,0,0,0,0,2.06792940434646,10.09002589798
475,"Aa / Aa",0,0.0144751573059763,0,0,0,0,0.0144751573059763,Inf
476,"Aa / Aa",0,-34.2493926942554,-17.039072192607,0,0,0,-51.2884648868624,Inf
477,"Aa * Aa",45.6457348657899,45.9553300768554,0,0,0,-4.66261218201101,41.2927178948444,9.5365251183807
478,"Aa + Aa",3.1285,3.16980104184375,0,0,0,0,3.16980104184375,1.32015476566246
479,"Aa - Aa",-1.4715,0,0,0,0,0,0,100
480,"Aa - Aa",1.4715,0,0,0,0,0,0,100
481,"Aa",0.105,0.107081858361958,0,0,0,0,0.107081858361958,1.98272224948381
482,"Aa",0.0259999999999999,0,0,0,0,0,0,100
483,"Aa / Aa",0,0.0410958593545028,0.0110361104394266,0,0.0380824432754662,0,0.0902144130693956,Inf
484,"Aa / Aa",0,-0.256115059418877,0,0,0,0,-0.256115059418877,Inf
485,"Aa * Aa",0.241867121979635,0.237404424152446,0,0,0,0,0.237404424152446,1.84510312549415
486,"Aa + Aa",0.131,0.145514282952887,0,0,0,0,0.145514282952887,11.0796053075473
487,"Aa - Aa",0.0790000000000001,0.0382329666315931,0,0,0,0,0.0382329666315931,51.6038397068442
488,"Aa - Aa",-0.0790000000000001,-0.0382329666315931,0,0,0,0,-0.0382329666315931,51.6038397068442
489,"Aa",10.31,9.80407474661692,0,0,0,0,9.80407474661692,4.90713145861378
490,"Aa",0.685,0.697447413972169,0,0,0,0,0.697447413972169,1.81714072586408
491,"Aa / Aa",0,0.556700990687427,0,0,0,0,0.556700990687427,Inf
492,"Aa / Aa",0,-0.00467728183987908,0,0,0,0,-0.00467728183987908,Inf
493,"Aa * Aa",48.067120955251,47.4890444741984,0,0,0,0,47.4890444741984,1.20264428067321
494,"Aa + Aa",10.995,10.4597890848575,0,0,0,0,10.4597890848575,4.86776639511141
495,"Aa - Aa",9.625,9.15541455218446,0,0,0,0,9.15541455218446,4.87880984743418
496,"Aa - Aa",-9.625,-9.15541455218446,0,0,0,0,-9.15541455218446,4.87880984743418
497,"Aa",1.14,1.18174920566901,0,0,0,0,1.18174920566901,3.66221102359738
498,"Aa",0.0699999999999998,0.100227049840873,0,0,0,0,0.100227049840873,43.1814997726761
499,"Aa / Aa",0,-0.667854233958922,0,0,0,0,-0.667854233958922,Inf
500,"Aa / Aa",0,0.0886410842701632,0,0,-0.0128518763287672,0.0242656996936528,0.100054907635049,Inf
501,"Aa * Aa",2.17467509958627,-2.0782978159658,0,0,0,0,-2.0782978159658,195.568198502903
502,"Aa + Aa",1.21,1.29278988801293,0,0,0,0,1.29278988801293,6.84213950520083
503,"Aa - Aa",1.07,1.08164432368758,0,0,0,0,1.08164432368758,1.08825455024111
504,"Aa - Aa",-1.07,-1.08164432368758,0,0,0,0,-1.08164432368758,1.08825455024111
505,"Aa",1.35,1.30067215727619,0,0,0,0,1.30067215727619,3.65391427583779
506,"Aa",0.885,0.891454563116544,0,0,0,0,0.891454563116544,0.729329165711189
507,"Aa / Aa",0,0.102388839426476,0,0,0,0,0.102388839426476,Inf
508,"Aa / Aa",0,-2.5450234272889,0,0,0,0,-2.5450234272889,Inf
509,"Aa * Aa",16.904558635475,16.7830252771866,0,0.462979217731284,0,0,17.2460044949179,2.01984486436898
510,"Aa + Aa",2.235,2.19025571633184,0,0,0,0,2.19025571633184,2.00198137217717
511,"Aa - Aa",0.465,0.33098151825218,0,0,0,0,0.33098151825218,28.8211788704989
512,"Aa - Aa",-0.465,-0.33098151825218,0,0,0,0,-0.33098151825218,28.8211788704989
513,"Aa",0.0896905460493475,0.0897401239696621,0,-0.0018853872496994,0,0,0.0878547367199627,2.04682590333962
514,"Aa",0.13,0.13553524641207,0,0.00862503346153293,-0.260986161520281,0,-0.116825881646678,189.866062805137
515,"Aa / Aa",0,0.041898926683373,0,0,0,0,0.041898926683373,Inf
516,"Aa / Aa",0,0,0,0,0,0,0,NA
517,"Aa * Aa",0.197820922921063,0.195402528584263,0,0,0,0,0.195402528584263,1.22251696185092
518,"Aa + Aa",0.219690546049348,0.225253626117038,0,0,-0.260240105111281,0,-0.034986478994243,115.925345729891
519,"Aa - Aa",-0.0403094539506525,-0.0462872848205294,0,0,0.264296616490137,0,0.218009331669608,640.8392084311
520,"Aa - Aa",0.0403094539506525,0.0462872848205294,0,0,-0.264296616490137,0,-0.218009331669608,640.8392084311
521,"Aa",8.65,8.59729082255302,0.211182216120163,0,0,0,8.80847303867318,1.83205825055703
522,"Aa",4.95,5.06142146934587,0,0,0,0,5.06142146934587,2.25093877466403
523,"Aa / Aa",0,0.267795208644939,0,-0.0562414959967203,0,0,0.211553712648219,Inf
524,"Aa / Aa",0,3.83575776519448,5.68608300448248,0,0,0,9.52184076967696,Inf
525,"Aa * Aa",281.068928242488,281.024306862393,0,40.0551363585835,0,0,321.079443220977,14.2351256073279
526,"Aa + Aa",13.6,13.642251487559,0,0,0,0,13.642251487559,0.310672702639703
527,"Aa - Aa",3.7,3.52763028719223,0,0,0,0,3.52763028719223,4.6586408866965
528,"Aa - Aa",-3.7,-3.52763028719223,0,0,0,0,-3.52763028719223,4.6586408866965
529,"Aa",0.545,0.546856396998039,0,0,0,0,0.546856396998039,0.340623302392471
530,"Aa",0.065,0.0710607777776261,0,0,0,0,0.0710607777776261,9.32427350404014
531,"Aa / Aa",0,0.60177172296437,0,-0.0807206856689439,0,0,0.521051037295426,Inf
532,"Aa / Aa",0,-0.0296685782555778,0,0.00869139053429772,0,0,-0.0209771877212801,Inf
533,"Aa * Aa",0.316390217891384,0.317986096891617,0,0,0.0699663229737877,0,0.387952419865405,22.6183358167501
534,"Aa + Aa",0.61,0.618050866704611,0,0,0,0,0.618050866704611,1.31981421387065
535,"Aa - Aa",0.48,0.476209748000829,0,0,0,0,0.476209748000829,0.789635833160623
536,"Aa - Aa",-0.48,-0.476209748000829,0,0,0,0,-0.476209748000829,0.789635833160623
537,"Aa",0.215,0.225751967544947,0,0,0,0,0.225751967544947,5.00091513718465
538,"Aa",0.0345,0,0,0,0,0,0,100
539,"Aa / Aa",0,0.102734321236353,0,-0.0557503732795857,-0.0731146598751997,0,-0.0261307119184324,Inf
540,"Aa / Aa",0,-0.0965044129414762,0,0.053246314611439,0.0906352096901619,0,0.0473771113601247,Inf
541,"Aa * Aa",0.51653899099945,0.516279942486169,0,0.125063984555691,0,0.149870436938869,0.791214363980729,53.1761159888067
542,"Aa + Aa",0.2495,0.256717590054729,0,0,0,0,0.256717590054729,2.89282166522204
543,"Aa - Aa",0.1805,0.193747855718394,0,0,0,0,0.193747855718394,7.3395322539579
544,"Aa - Aa",-0.1805,-0.193747855718394,0,0,0,0,-0.193747855718394,7.3395322539579
545,"Aa",6.5,3.07515341626545,0,0,0,0,3.07515341626545,52.68994744207
546,"Aa",16.6,16.5721430897355,0,0,0,0,16.5721430897355,0.167812712436748
547,"Aa / Aa",0,11.2003909671741,0,0,0,0,11.2003909671741,Inf
548,"Aa / Aa",0,0.0774195058433627,0,0,0,0,0.0774195058433627,Inf
549,"Aa * Aa",3585.51287831797,3548.9987574418,0,0,0,0,3548.9987574418,1.01837929789557
550,"Aa + Aa",23.1,20.2359362772585,0,0,0,0,20.2359362772585,12.3985442542922
551,"Aa - Aa",-10.1,-12.9238130786963,0,0,0,0,-12.9238130786963,27.9585453336267
552,"Aa - Aa",10.1,12.9238130786963,0,0,0,0,12.9238130786963,27.9585453336267
553,"Aa",5.35,5.6125346119636,0,0,0,0,5.6125346119636,4.90718900866543
