trait,beta,a,d,aa,ad,dd
a - a,NA,1.688160606,NA,NA,NA,NA
a,0.18,0.171941526,NA,NA,NA,NA
a,0.1525,0.132939532,NA,NA,NA,NA
a / a,NA,0.074080888,NA,NA,NA,NA
a / a,NA,-0.229193649,NA,NA,NA,NA
a * a,NA,0.335592293,NA,NA,NA,NA
a + a,NA,0.306744936,NA,NA,NA,NA
a - a,NA,NA,NA,NA,NA,NA
a - a,NA,NA,NA,NA,NA,NA
a,0.45,0.457924496,NA,NA,NA,NA
a,180.15,177.097815,NA,NA,NA,NA
a / a,NA,-0.008201731,NA,NA,NA,NA
a / a,NA,33.3133122,NA,NA,NA,NA
a * a,NA,915.9302441,NA,NA,NA,NA
a + a,NA,177.6042962,NA,NA,NA,NA
a - a,NA,-176.5914911,NA,NA,NA,NA
a - a,NA,176.5914911,NA,NA,NA,NA
a,1.29,1.334657649,NA,NA,NA,NA
a,76.35,76.38927071,NA,NA,NA,NA
a / a,NA,0.073636923,NA,NA,NA,0.051848268
a / a,NA,14.62667162,NA,-4.451916688,NA,NA
a * a,NA,421.51923,NA,111.0386899,-24.71011168,NA
a + a,NA,77.73787432,NA,NA,NA,NA
a - a,NA,-75.05961379,NA,NA,NA,NA
a - a,NA,75.05961379,NA,NA,NA,NA
a,3.09,4.04590593,NA,NA,-2.375978177,NA
a,1.28,1.46928092,NA,NA,NA,NA
a / a,NA,NA,NA,NA,NA,NA
a / a,NA,NA,NA,NA,NA,NA
a * a,NA,157.2788787,NA,NA,NA,NA
a + a,NA,5.26325478,NA,NA,NA,NA
a - a,NA,2.594614942,NA,NA,-2.499245557,NA
a - a,NA,-2.594614942,NA,NA,2.499245557,NA
a,30,29.61355283,NA,NA,NA,NA
a,0.125,0.129603701,NA,NA,NA,NA
a / a,NA,-16.06985018,NA,NA,NA,NA
a / a,NA,0.018269328,NA,-0.006789977,NA,NA
a * a,NA,-53.68949214,NA,NA,NA,NA
a + a,NA,29.73730371,NA,NA,NA,NA
a - a,NA,29.48973494,NA,NA,NA,NA
a - a,NA,-29.48973494,NA,NA,NA,NA
a,1.3,1.309367358,NA,NA,NA,NA
a,0.4135,0.420333927,NA,NA,NA,NA
a / a,NA,-0.71245871,NA,NA,NA,NA
a / a,NA,0.016754148,NA,NA,NA,NA
a * a,NA,7.947194598,NA,0.816251782,NA,NA
a + a,NA,1.722229683,NA,0.584715057,NA,0.59801496
a - a,NA,0.891463425,NA,NA,NA,NA
a - a,NA,-0.891463425,NA,NA,NA,NA
a,1.35,1.282726651,NA,NA,NA,NA
a,13.63,14.22557626,NA,NA,NA,NA
a / a,NA,-0.023237114,NA,NA,NA,NA
a / a,NA,0.927962401,NA,NA,NA,NA
a * a,NA,129.1129354,NA,18.99816962,NA,NA
a + a,NA,15.48385944,NA,NA,NA,NA
a - a,NA,-13.01436949,NA,NA,NA,NA
a - a,NA,13.01436949,NA,NA,NA,NA
a,3.895,3.938872881,NA,NA,NA,NA
a,8.66,9.422411956,NA,NA,NA,NA
a / a,NA,0.094987658,NA,-0.036063845,NA,NA
a / a,NA,-1.893838398,NA,NA,NA,NA
a * a,NA,139.6305245,NA,32.21724183,-12.26269192,22.31988664
a + a,NA,13.26405714,NA,NA,NA,NA
a - a,NA,-5.529099496,NA,NA,NA,NA
a - a,NA,5.529099496,NA,NA,NA,NA
a,3.01,3.21208641,NA,1.9791013,NA,NA
a,0.5895,0.51686578,NA,NA,NA,NA
a / a,NA,-5.524341553,NA,NA,NA,NA
a / a,NA,0.004185334,NA,NA,NA,NA
a * a,NA,57.78506016,NA,NA,NA,NA
a + a,NA,3.715103415,NA,2.061993884,NA,NA
a - a,NA,2.716892578,NA,1.827469891,NA,NA
a - a,NA,-2.716892578,NA,-1.827469891,NA,NA
a,18.55,19.15336217,NA,5.735724061,NA,6.28460448
a,1.5,1.218694028,NA,NA,NA,NA
a / a,NA,0.995189124,NA,NA,NA,0.37988169
a / a,NA,-0.026559482,NA,NA,NA,-0.009279006
a * a,NA,320.36271,NA,133.6559761,-85.07368553,125.5278047
a + a,NA,20.38645496,NA,6.679920567,NA,7.112024401
a - a,NA,17.9310719,NA,NA,NA,5.211820949
a - a,NA,-17.9310719,NA,NA,NA,-5.211820949
a,33.5,31.45533614,NA,NA,NA,3.345644463
a,0.019,0.035667623,NA,NA,NA,NA
a / a,NA,14.6714951,NA,NA,NA,NA
a / a,NA,-0.0030639,NA,NA,NA,NA
a * a,NA,67.96574062,NA,NA,NA,NA
a + a,NA,31.51003098,NA,NA,NA,3.31257678
a - a,NA,31.40132033,NA,NA,NA,3.376436983
a - a,NA,-31.40132033,NA,NA,NA,-3.376436983
a,5.375,7.797329136,NA,NA,-8.959998985,NA
a,19.45,20.59344762,NA,NA,NA,NA
a / a,NA,-0.228442082,NA,NA,NA,NA
a / a,NA,0.15537019,NA,NA,NA,NA
a * a,NA,2728.221025,NA,NA,-1143.896888,NA
a + a,NA,28.60821212,NA,-3.272852655,-10.90873543,NA
a - a,NA,-13.78248675,NA,NA,NA,NA
a - a,NA,13.78248675,NA,NA,NA,NA
a,35.46,35.34863563,NA,NA,NA,NA
a,0.12,0.121083025,NA,NA,NA,NA
a / a,NA,-592.8837723,NA,NA,NA,NA
a / a,NA,0.000633817,NA,-0.000117046,NA,NA
a * a,NA,22.28030156,-3.768767371,NA,NA,NA
a + a,NA,35.47020063,NA,NA,NA,NA
a - a,NA,35.22707064,NA,NA,NA,NA
a - a,NA,-35.22707064,NA,NA,NA,NA
a,0.475,0.44306734,NA,NA,NA,NA
a,1.65,1.336624955,NA,NA,NA,NA
a / a,NA,-0.058089578,NA,NA,NA,NA
a / a,NA,0.063306156,NA,NA,NA,NA
a * a,NA,21.00048872,NA,NA,NA,NA
a + a,NA,1.839489898,NA,NA,NA,NA
a - a,NA,-0.838841642,NA,NA,NA,NA
a - a,NA,0.838841642,NA,NA,NA,NA
a,8.65,8.567745979,NA,NA,0.333373078,NA
a,0.06,NA,NA,NA,NA,NA
a / a,NA,-3.929306758,NA,NA,NA,NA
a / a,NA,-0.463797271,NA,NA,4.720901442,NA
a * a,NA,-19.1585725,NA,NA,NA,NA
a + a,NA,8.642937184,NA,NA,NA,NA
a - a,NA,8.564701086,NA,NA,NA,NA
a - a,NA,-8.564701086,NA,NA,NA,NA
a,76.5,76.98056898,NA,NA,NA,NA
a,44.81,47.27525225,NA,NA,NA,NA
a / a,NA,0.494552864,NA,-0.165641005,NA,NA
a / a,NA,2.04923461,NA,25.47312884,49.37217093,27.06131851
a * a,NA,13024.22516,NA,3391.562556,NA,NA
a + a,NA,124.3674752,NA,NA,NA,NA
a - a,NA,29.48975947,NA,NA,NA,NA
a - a,NA,-29.48975947,NA,NA,NA,NA
a,8.65,8.71697163,NA,NA,NA,NA
a,0.0595,0.061301906,NA,NA,NA,NA
a / a,NA,30.88746641,NA,-7.877678951,-4.858162556,NA
a / a,NA,0.041588207,NA,-0.247601517,-0.491674007,-0.225598009
a * a,NA,2.594970998,NA,0.459292884,NA,NA
a + a,NA,8.779224366,NA,NA,NA,NA
a - a,NA,8.654819763,NA,NA,NA,NA
a - a,NA,-8.654819763,NA,NA,NA,NA
a,0.525,0.520466729,NA,NA,NA,NA
a,59.15,59.16878941,NA,NA,NA,NA
a / a,NA,0.057116137,NA,-0.236523165,-0.472945496,-0.207850536
a / a,NA,23.9785163,NA,-5.678468587,NA,NA
a * a,NA,149.3762132,NA,30.6548304,NA,NA
a + a,NA,59.70498657,NA,NA,NA,NA
a - a,NA,-58.63193622,NA,NA,NA,NA
a - a,NA,58.63193622,NA,NA,NA,NA
a,7.7,7.666886963,NA,NA,NA,NA
a,8,7.643650118,NA,NA,NA,NA
a / a,NA,-0.104876654,NA,NA,NA,NA
a / a,NA,0.052883188,NA,NA,NA,NA
a * a,NA,474.0231926,NA,NA,NA,NA
a + a,NA,15.31123431,NA,NA,NA,NA
a - a,NA,NA,NA,NA,NA,NA
a - a,NA,NA,NA,NA,NA,NA
a,21.4,19.76461862,NA,NA,NA,NA
a,4.725,4.650831304,NA,NA,NA,NA
a / a,NA,-14.52532081,NA,8.686096493,8.426468613,NA
a / a,NA,0.03760428,NA,-0.007217741,NA,NA
a * a,NA,549.2210588,NA,89.1591911,NA,NA
a + a,NA,24.43111532,NA,NA,NA,NA
a - a,NA,15.10894984,NA,NA,NA,NA
a - a,NA,-15.10894984,NA,NA,NA,NA
a,31.5,30.65537864,NA,NA,NA,NA
d,9.17,NA,8.345970241,NA,NA,NA
a / d,NA,3.239056584,NA,5.540457393,NA,NA
d / a,NA,-0.010932245,0.053082779,NA,-0.007833539,NA
a * d,NA,274.9019725,1405.43013,NA,NA,NA
a + d,NA,30.61011853,NA,NA,NA,NA
a - d,NA,30.36748321,NA,NA,NA,NA
d - a,NA,-30.36748321,NA,NA,NA,NA
a,531.7,557.592367,NA,NA,NA,NA
d,60.78572,NA,55.07544743,NA,NA,NA
a / d,NA,7.759317453,NA,4.097526634,-4.905485081,NA
d / a,NA,-0.044142423,NA,NA,NA,0.025000258
a * d,NA,41141.34417,60045.23874,NA,24545.75908,NA
a + d,NA,557.5088104,NA,NA,NA,NA
a - d,NA,556.1118766,NA,83.02128208,NA,NA
d - a,NA,-556.1118766,NA,-83.02128208,NA,NA
a,1.19,1.266651318,NA,NA,NA,NA
d,0.67,NA,0.556940814,NA,NA,NA
a / d,NA,0.32088034,-0.220707868,NA,NA,NA
d / a,NA,-0.146645091,0.06166666,NA,NA,NA
a * d,NA,5.078136796,1.727132117,NA,NA,NA
a + d,NA,1.317423473,NA,NA,NA,NA
a - d,NA,1.231310066,-0.665961358,NA,NA,NA
d - a,NA,-1.231310066,0.665961358,NA,NA,NA
a,0.1005,0.109279853,NA,NA,NA,NA
d,59.43,NA,50.82846977,NA,NA,NA
a / d,NA,0.001007805,NA,0.008835531,NA,NA
d / a,NA,-3.165842059,35.23920871,NA,NA,NA
a * d,NA,8.53736741,87.86723442,NA,NA,NA
a + d,NA,NA,51.28022437,NA,NA,NA
a - d,NA,NA,-50.48757864,NA,NA,NA
d - a,NA,NA,50.48757864,NA,NA,NA
a,6.52,6.728254701,NA,NA,NA,NA
d,18.9,NA,19.09337401,NA,-1.132855831,NA
a / d,NA,0.259522442,-0.675416603,0.371642888,NA,NA
d / a,NA,-0.056160687,0.354150316,NA,-0.090161285,NA
a * d,NA,180.7029925,1019.999994,NA,NA,NA
a + d,NA,6.836150799,18.1605646,NA,NA,NA
a - d,NA,6.747520432,-17.061785,NA,NA,NA
d - a,NA,-6.747520432,17.061785,NA,NA,NA
a,1.85,1.662549366,NA,NA,NA,NA
d,3.4,NA,3.209341152,NA,NA,NA
a / d,NA,0.58748567,NA,3.233529001,NA,NA
d / a,NA,-0.009756299,0.145632658,NA,NA,NA
a * d,NA,4.200667468,76.58310027,NA,NA,NA
a + d,NA,1.642108808,3.83595625,NA,NA,NA
a - d,NA,1.691550048,-2.672311656,NA,NA,NA
d - a,NA,-1.691550048,2.672311656,NA,NA,NA
a,0.819,0.949671813,NA,NA,NA,NA
d,12030,NA,10573.46898,NA,NA,NA
a / d,NA,6.23E-05,-6.39E-05,4.17E-05,-4.19E-05,NA
d / a,NA,-1584.268578,3354.656124,NA,-1126.956551,NA
a * d,NA,15505.21774,35037.14375,NA,NA,NA
a + d,NA,NA,10574.37742,NA,NA,NA
a - d,NA,NA,-10572.59723,NA,NA,NA
d - a,NA,NA,10572.59723,NA,NA,NA
a,1.315,1.315553139,NA,NA,NA,NA
d,4.87,0.341213994,4.779876852,NA,NA,NA
a / d,NA,0.085774455,-0.024887768,NA,-0.024087188,NA
d / a,NA,-13.44967293,NA,4.583539534,NA,NA
a * d,NA,20.16476236,5.877336023,NA,7.689717557,NA
a + d,NA,1.742254863,4.835524454,NA,NA,NA
a - d,NA,0.877260746,-4.955582327,NA,NA,NA
d - a,NA,-0.877260746,4.955582327,NA,NA,NA
a,27.75,28.57854115,NA,NA,NA,NA
d,2.511460477,NA,2.339848308,NA,NA,NA
a / d,NA,-33.5627121,NA,-730.3242845,237.2989189,-659.3408008
d / a,NA,0.001782689,0.020007341,NA,-0.00556328,NA
a * d,NA,-23.78649222,306.6397199,NA,65.93830133,NA
a + d,NA,28.70045046,NA,NA,NA,NA
a - d,NA,28.62314204,NA,NA,NA,NA
d - a,NA,-28.62314204,NA,NA,NA,NA
a,136.9,130.931338,NA,NA,NA,NA
d,1.28,NA,1.202702815,NA,NA,NA
a / d,NA,37.03229369,NA,17.31239718,NA,NA
d / a,NA,-0.003458061,0.001901286,NA,NA,NA
a * d,NA,430.1295036,574.2128616,NA,265.6556437,NA
a + d,NA,131.0045447,NA,NA,NA,NA
a - d,NA,130.8398948,NA,NA,NA,NA
d - a,NA,-130.8398948,NA,NA,NA,NA
a,3.6875,3.621292205,NA,NA,NA,NA
d,118.3,-0.499363666,114.7704739,NA,NA,NA
a / d,NA,0.114429855,NA,0.112875986,-0.151374244,NA
d / a,NA,-7.618216106,16.92882399,NA,-11.97897357,NA
a * d,NA,116.9294228,619.0111453,NA,422.9514866,NA
a + d,NA,2.883895227,117.3498705,NA,NA,NA
a - d,NA,4.40565754,-114.2668809,NA,NA,NA
d - a,NA,-4.40565754,114.2668809,NA,NA,NA
a,12.5,10.73100654,-2.407628597,NA,4.886731879,NA
d,0.34,NA,0.238527805,NA,NA,NA
a / d,NA,23.16520821,-63.28491352,44.31245609,-12.25376065,NA
d / a,NA,-0.000404299,0.001939768,-0.000648096,-0.000515259,NA
a * d,NA,5.937576443,36.41859045,NA,NA,NA
a + d,NA,10.72674759,-1.65239821,NA,4.913876221,NA
a - d,NA,10.73434344,-3.115909865,NA,4.87237125,NA
d - a,NA,-10.73434344,3.115909865,NA,-4.87237125,NA
a,4.95,5.187151158,NA,NA,NA,-0.650743532
d,3.25,NA,3.047900465,NA,NA,NA
a / d,NA,1.211373685,-1.725122331,1.274369989,NA,NA
d / a,NA,-0.051744252,0.151622255,NA,-0.02576806,NA
a * d,NA,20.35690427,56.51347534,NA,NA,NA
a + d,NA,5.229304268,NA,-2.237976008,NA,NA
a - d,NA,5.15459704,-3.183419205,NA,NA,NA
d - a,NA,-5.15459704,3.183419205,NA,NA,NA
a,2.6,2.667742801,NA,NA,NA,NA
d,68.26,NA,60.522085,NA,NA,NA
a / d,NA,0.018219252,-0.014925653,NA,NA,NA
d / a,NA,-7.024401444,NA,NA,NA,NA
a * d,NA,353.8465693,537.2805395,NA,210.706771,NA
a + d,NA,NA,62.70563023,NA,NA,NA
a - d,NA,NA,-60.2730455,NA,NA,NA
d - a,NA,NA,60.2730455,NA,NA,NA
a,0.036,NA,NA,NA,NA,NA
d,3.09,NA,2.437521814,NA,NA,NA
a / d,NA,0.007167276,-0.043302826,0.020065393,NA,NA
d / a,NA,-0.149385287,1.28000708,NA,NA,NA
a * d,NA,NA,4.775459384,NA,NA,NA
a + d,NA,NA,2.430440208,NA,NA,NA
a - d,NA,NA,-2.490066906,NA,NA,NA
d - a,NA,NA,2.490066906,NA,NA,NA
a,76.5,77.63077964,NA,NA,NA,NA
d,4.3,NA,3.914199776,NA,NA,NA
a / d,NA,42.61529897,NA,12.6719521,-46.4495255,NA
d / a,NA,0.029480282,NA,NA,NA,0.097020039
a * d,NA,142.4212904,155.3601724,NA,330.8237556,NA
a + d,NA,77.69148401,4.687837686,NA,NA,NA
a - d,NA,77.6146079,-3.136803039,NA,NA,NA
d - a,NA,-77.6146079,3.136803039,NA,NA,NA
a,20.36,20.48950924,NA,NA,NA,NA
d,53,NA,34.80664164,NA,NA,NA
a / d,NA,0.284806712,-0.295000316,NA,NA,NA
d / a,NA,-0.722965056,NA,NA,NA,0.706439551
a * d,NA,1289.762388,2556.847848,NA,1373.39582,NA
a + d,NA,20.59241224,47.94618946,NA,NA,NA
a - d,NA,21.16158997,-36.70763825,NA,NA,-12.31561775
d - a,NA,-21.16158997,36.70763825,NA,NA,12.31561775
a,8.825,4.58818647,NA,NA,32.04156172,NA
d,28.2,NA,26.15045821,NA,NA,NA
a / d,NA,0.995761457,NA,22.69585198,NA,NA
d / a,NA,-0.000979784,0.119231795,NA,-0.014537044,NA
a * d,NA,NA,6650.249897,NA,837.874608,NA
a + d,NA,4.231202992,30.37011843,NA,32.52607109,NA
a - d,NA,4.90949486,-21.00782303,NA,31.28543932,NA
d - a,NA,-4.90949486,21.00782303,NA,-31.28543932,NA
a,0.0425,0.0311435,NA,NA,NA,NA
d,19.9,NA,17.11741743,NA,NA,NA
a / d,NA,0.001323341,-0.008498068,0.005055757,NA,NA
d / a,NA,NA,28.9221738,NA,-5.50075419,NA
a * d,NA,0.632593892,12.24473605,NA,NA,NA
a + d,NA,NA,17.03644182,NA,NA,NA
a - d,NA,NA,-17.21954897,NA,NA,NA
d - a,NA,NA,17.21954897,NA,NA,NA
a,5.6,4.223286763,NA,NA,NA,NA
d,0.73028543,NA,0.658189828,NA,NA,NA
a / d,NA,5.745369251,NA,36.14339547,NA,NA
d / a,NA,-0.000984577,0.012905421,NA,NA,NA
a * d,NA,2.807134054,40.67318276,NA,NA,NA
a + d,NA,4.205733744,NA,NA,NA,NA
a - d,NA,4.236380241,NA,NA,NA,NA
d - a,NA,-4.236380241,NA,NA,NA,NA
a,3.08335,3.158868398,NA,NA,NA,NA
d,0.184,NA,0.155915875,NA,0.033402365,NA
a / d,NA,3.72470117,-0.705694823,0.409520515,-1.107563854,NA
d / a,NA,-0.480636712,NA,0.417236931,0.671044304,0.294577002
a * d,NA,2.83738161,NA,NA,NA,0.516029526
a + d,NA,3.15399861,NA,NA,NA,NA
a - d,NA,3.148936695,NA,0.284216634,NA,NA
d - a,NA,-3.148936695,NA,-0.284216634,NA,NA
a,1.885,NA,NA,NA,NA,NA
d,20.1,NA,15.9160642,NA,NA,NA
a / d,NA,NA,-0.192435319,NA,NA,NA
d / a,NA,NA,0.386428273,NA,NA,NA
a * d,NA,NA,803.190182,NA,NA,NA
a + d,NA,NA,18.86581462,NA,NA,NA
a - d,NA,NA,-16.92735465,NA,NA,NA
d - a,NA,NA,16.92735465,NA,NA,NA
a,4.8,5.215201202,NA,NA,NA,NA
d,10.92,NA,NA,NA,NA,6.426457237
a / d,NA,0.070578836,-0.285220125,NA,NA,NA
d / a,NA,-0.017079578,NA,NA,NA,0.070907523
a * d,NA,324.56736,NA,NA,NA,765.3457677
a + d,NA,5.072445642,NA,NA,NA,5.026284741
a - d,NA,5.304515428,-10.31808852,NA,NA,NA
d - a,NA,-5.304515428,10.31808852,NA,NA,NA
a,2.07,2.244470228,NA,NA,-0.538620071,NA
d,37.2,NA,35.24617048,NA,NA,NA
a / d,NA,0.029580184,-0.067804936,NA,NA,NA
d / a,NA,-0.966078947,2.296851482,NA,NA,NA
a * d,NA,143.2340534,462.6382981,NA,NA,NA
a + d,NA,1.559912105,37.36959431,NA,NA,NA
a - d,NA,NA,-36.1621693,NA,NA,NA
d - a,NA,NA,36.1621693,NA,NA,NA
a,14.1,14.09006422,NA,NA,NA,NA
d,38.33333333,NA,35.21567252,NA,NA,NA
a / d,NA,0.697123383,NA,0.174453971,-0.689422175,NA
d / a,NA,1.839578043,NA,NA,NA,4.407332758
a * d,NA,298.3362109,255.5649891,NA,516.6220873,NA
a + d,NA,14.53727945,36.5332022,NA,NA,NA
a - d,NA,13.78488501,-36.74401992,NA,NA,NA
d - a,NA,-13.78488501,36.74401992,NA,NA,NA
a,76.5,76.32086254,NA,NA,NA,NA
d,46.8,NA,48.00180419,NA,NA,NA
a / d,NA,0.556195238,NA,NA,-0.165737926,NA
d / a,NA,2.373047312,NA,NA,NA,NA
a * d,NA,10701.22752,NA,NA,2440.151567,1148.256968
a + d,NA,77.6596767,51.09510141,NA,NA,NA
a - d,NA,75.71329115,-50.1736521,NA,NA,NA
d - a,NA,-75.71329115,50.1736521,NA,NA,NA
a,3.83,3.997851771,NA,NA,-2.880654066,NA
d,6.06,NA,5.91165358,NA,NA,NA
a / d,NA,0.173847512,-0.493045068,NA,NA,NA
d / a,NA,-0.046394797,0.149725978,NA,NA,NA
a * d,NA,70.85048865,236.365417,NA,NA,NA
a + d,NA,3.877565316,5.696720083,NA,NA,NA
a - d,NA,3.532883649,-6.113080424,NA,NA,NA
d - a,NA,-3.532883649,6.113080424,NA,NA,NA
a,17.835,17.83294715,NA,NA,NA,NA
d,0.08,NA,NA,-0.079086369,NA,NA
a / d,NA,-16.17878552,NA,NA,NA,NA
d / a,NA,0.004183207,NA,NA,NA,NA
a * d,NA,-19.06017375,NA,-7.763672578,NA,NA
a + d,NA,17.833715,NA,NA,NA,NA
a - d,NA,17.83187628,NA,NA,NA,NA
d - a,NA,-17.83187628,NA,NA,NA,NA
a,1.285,1.436518447,NA,NA,NA,NA
d,0.08,NA,0.092370043,NA,NA,NA
a / d,NA,2.886062952,-2.023344612,NA,NA,NA
d / a,NA,-0.007449909,0.002952585,NA,NA,NA
a * d,NA,0.690029738,1.076993974,NA,NA,NA
a + d,NA,1.425510279,NA,NA,NA,NA
a - d,NA,1.446882379,NA,NA,NA,NA
d - a,NA,-1.446882379,NA,NA,NA,NA
a,0.8285,0.804176791,NA,NA,NA,NA
d,4.6,NA,NA,NA,NA,NA
a / d,NA,0.014799079,NA,NA,NA,NA
d / a,NA,-36.33844213,NA,11.19903491,NA,NA
a * d,NA,43.24964656,NA,NA,NA,NA
a + d,NA,NA,NA,NA,NA,NA
a - d,NA,NA,NA,NA,NA,NA
d - a,NA,NA,NA,NA,NA,NA
a,10.31,10.03208671,NA,NA,2.201491266,NA
d,1.37,NA,1.229542119,NA,NA,NA
a / d,NA,3.723390657,-2.795516437,1.34107373,NA,NA
d / a,NA,-0.029582574,0.032362171,NA,-0.023145408,NA
a * d,NA,27.13107085,40.03628871,NA,11.88860744,NA
a + d,NA,10.24990184,NA,NA,NA,NA
a - d,NA,10.17589712,NA,NA,NA,NA
d - a,NA,-10.17589712,NA,NA,NA,NA
a,1.35,1.31622958,NA,NA,NA,NA
d,1.77,NA,NA,NA,NA,1.221731373
a / d,NA,0.112018518,NA,NA,NA,-0.021313689
d / a,NA,-5.31445063,NA,2.268562103,NA,NA
a * d,NA,15.42005193,NA,NA,NA,2.552681817
a + d,NA,1.267373466,NA,NA,NA,1.192973331
a - d,NA,1.349026961,NA,NA,NA,-1.533117829
d - a,NA,-1.349026961,NA,NA,NA,1.533117829
a,8.65,8.600701085,NA,NA,NA,NA
d,9.9,NA,7.665551317,NA,NA,NA
a / d,NA,0.291516237,-0.038387763,NA,-0.08393675,NA
d / a,NA,5.658010937,NA,-40.79711987,-82.45132169,-37.18931728
a * d,NA,256.260963,55.20573863,NA,87.49990497,NA
a + d,NA,8.716787014,8.256733495,NA,NA,NA
a - d,NA,8.446935056,-8.678061421,NA,NA,NA
d - a,NA,-8.446935056,8.678061421,NA,NA,NA
a,0.215,0.233975654,NA,NA,NA,NA
d,0.069,NA,NA,0.06548524,NA,0.080255197
a / d,NA,0.121938738,NA,NA,NA,NA
d / a,NA,-0.112239804,NA,NA,NA,NA
a * d,NA,0.455732948,NA,NA,NA,0.187566094
a + d,NA,0.227484393,NA,NA,NA,0.09739041
a - d,NA,0.242052114,NA,NA,NA,NA
d - a,NA,-0.242052114,NA,NA,NA,NA
a,5.35,5.605196299,NA,NA,NA,NA
d,4.87,0.480108054,4.501272048,NA,NA,NA
a / d,NA,0.32294683,-0.19920125,NA,NA,NA
d / a,NA,-0.354616719,NA,NA,NA,0.099951976
a * d,NA,95.31732504,73.4628155,NA,NA,NA
a + d,NA,5.989233183,5.035105249,NA,NA,NA
a - d,NA,5.083229437,-3.721698403,NA,NA,NA
d - a,NA,-5.083229437,3.721698403,NA,NA,NA
a,18.005,16.69337134,NA,3.935941893,NA,NA
d,0.24,NA,0.258082475,NA,NA,NA
a / d,NA,24.33649724,-37.49798632,25.26959024,NA,NA
d / a,NA,-0.000809858,0.002185457,NA,NA,NA
a * d,NA,11.13422404,31.99916663,NA,NA,NA
a + d,NA,16.68559847,NA,3.71871685,NA,NA
a - d,NA,16.70163976,NA,4.135372834,NA,NA
d - a,NA,-16.70163976,NA,-4.135372834,NA,NA
a,15.75,16.49251023,NA,NA,NA,NA
d,9.63,NA,NA,-4.454157386,NA,NA
a / d,NA,0.23780551,-0.074987511,NA,NA,NA
d / a,NA,-0.124628909,NA,NA,NA,NA
a * d,NA,1151.293541,NA,NA,NA,NA
a + d,NA,16.24076773,NA,NA,NA,NA
a - d,NA,16.56875396,NA,NA,NA,NA
d - a,NA,-16.56875396,NA,NA,NA,NA
a,1.5415,1.43512299,NA,NA,NA,NA
d,3.25,0.050835164,3.198760253,NA,NA,NA
a / d,NA,0.297023273,-0.652136912,0.483959634,NA,NA
d / a,NA,-0.079802985,0.375720677,NA,NA,NA
a * d,NA,6.28922063,27.05910049,NA,NA,NA
a + d,NA,1.506822037,3.23863446,NA,NA,NA
a - d,NA,1.373271551,-3.105383885,NA,NA,NA
d - a,NA,-1.373271551,3.105383885,NA,NA,NA
a,46.295,44.77487851,NA,NA,NA,NA
d,1.963420145,NA,1.771108639,NA,NA,NA
a / d,NA,-79.91524406,NA,-502.213076,367.8424742,-435.7917381
d / a,NA,0.005686634,0.019884921,-0.008520536,-0.017900513,NA
a * d,NA,-24.42200054,157.4936224,NA,90.8761652,NA
a + d,NA,44.90922335,NA,NA,NA,NA
a - d,NA,44.56559411,NA,NA,NA,NA
d - a,NA,-44.56559411,NA,NA,NA,NA
a,0.695,0.58710495,NA,NA,NA,NA
d,1.166666666,NA,0.985623708,NA,NA,NA
a / d,NA,0.123743452,-0.968636173,NA,0.232675016,NA
d / a,NA,-0.019761608,NA,NA,NA,0.092406179
a * d,NA,1.886820246,8.97124662,NA,NA,NA
a + d,NA,0.616988706,0.757937673,-0.637170461,NA,NA
a - d,NA,0.520776651,NA,NA,NA,-1.200096595
d - a,NA,-0.520776651,NA,NA,NA,1.200096595
a,3.113,3.008624711,NA,NA,NA,-0.292980271
d,33.2,NA,31.13078683,NA,NA,NA
a / d,NA,0.379251806,NA,1.350565102,-0.507728028,NA
d / a,NA,-0.106022333,2.177402381,NA,-0.46655095,NA
a * d,NA,23.59794894,507.1097873,NA,110.6819445,NA
a + d,NA,3.065052119,31.19038385,NA,NA,NA
a - d,NA,2.993161446,-32.02155823,NA,NA,NA
d - a,NA,-2.993161446,32.02155823,NA,NA,NA
a,8.95,7.552399491,NA,NA,NA,NA
d,1.54,NA,1.359538175,NA,NA,NA
a / d,NA,2.692734054,-4.369632173,2.804001894,NA,NA
d / a,NA,-0.008691547,0.028861736,NA,NA,NA
a * d,NA,18.82495719,75.0845784,NA,20.4637102,NA
a + d,NA,7.652304271,NA,NA,NA,NA
a - d,NA,7.459405987,NA,NA,NA,NA
d - a,NA,-7.459405987,NA,NA,NA,NA
a,23.91,24.38493844,NA,NA,NA,NA
d,13.57,NA,9.546447078,NA,NA,NA
a / d,NA,0.61360037,-0.394167585,NA,NA,NA
d / a,NA,-0.392151906,NA,0.118455365,NA,0.142062633
a * d,NA,970.6318439,NA,NA,NA,333.355764
a + d,NA,24.95118354,9.199711764,NA,NA,NA
a - d,NA,23.74471036,-11.77108924,NA,NA,NA
d - a,NA,-23.74471036,11.77108924,NA,NA,NA
a,17.857145,18.08435248,NA,NA,NA,NA
d,46,-1.150611862,45.81797243,NA,NA,NA
a / d,NA,0.339392845,-0.209321461,0.13901003,-0.218790508,NA
d / a,NA,-1.15366506,NA,NA,NA,0.69539292
a * d,NA,966.1268694,1651.183801,NA,970.7165719,NA
a + d,NA,17.00725888,44.70274061,NA,NA,NA
a - d,NA,19.62158881,-46.73765947,NA,-3.432244568,NA
d - a,NA,-19.62158881,46.73765947,NA,3.432244568,NA
a,0.355,0.357856214,NA,NA,NA,NA
