"","trait","beta","Aa","Ad","AaAa","AaAd","AdAd"
"21121","Aa",9.25,9.32519912123166,NA,NA,NA,NA
"21122","AaAa",1.86,NA,NA,1.4573615292015,NA,NA
"21123","Aa / AaAa",4.97311827956989,1.83604654505373,NA,NA,NA,NA
"21124","AaAa / Aa",0.201081081081081,NA,NA,NA,NA,NA
"21125","Aa * AaAa",17.205,43.2519401459962,NA,NA,NA,NA
"21126","Aa + AaAa",11.11,9.2886822304547,NA,NA,NA,NA
"21127","Aa - AaAa",7.39,9.29283851265057,2.22060344008529,NA,0.359064431793519,NA
"21128","AaAa - Aa",-7.39,-9.29283851265057,-2.22060344008529,NA,-0.359064431793519,NA
"21129","Aa",14.1,12.7699375519953,NA,NA,NA,NA
"21130","AaAa",1.942066667,NA,NA,1.8940408860227,NA,NA
"21131","Aa / AaAa",7.26030688832167,5.00816555573483,NA,NA,NA,196.353446616934
"21132","AaAa / Aa",0.137735224609929,NA,NA,0.0284482726715152,NA,NA
"21133","Aa * AaAa",27.3831400047,NA,NA,101.395311673229,NA,NA
"21134","Aa + AaAa",16.042066667,12.8793765195216,NA,NA,NA,NA
"21135","Aa - AaAa",12.157933333,12.6221100002812,NA,NA,NA,NA
"21136","AaAa - Aa",-12.157933333,-12.6221100002812,NA,NA,NA,NA
"21137","Aa",119.675,124.971246895008,NA,NA,NA,NA
"21138","AaAd",0.82,NA,NA,NA,0.878982775457672,NA
"21139","Aa / AaAd",145.94512195122,66.2030226204835,NA,NA,NA,NA
"21140","AaAd / Aa",0.00685189053687069,-0.00178291459566884,-0.00100170188923401,NA,0.0023569490509677,NA
"21141","Aa * AaAd",98.1335,205.618632308699,NA,NA,337.605240622135,NA
"21142","Aa + AaAd",120.495,125.069552702639,NA,NA,NA,NA
"21143","Aa - AaAd",118.855,124.873036174994,NA,NA,NA,NA
"21144","AaAd - Aa",-118.855,-124.873036174994,NA,NA,NA,NA
"21145","Aa",5.5425,5.5740995783176,NA,NA,NA,NA
"21146","AdAd",0.3,NA,NA,NA,NA,0.29254307321678
"21147","Aa / AdAd",18.475,20.0659174434143,NA,NA,NA,-6.97170666564391
"21148","AdAd / Aa",0.054127198917456,NA,NA,-0.0644919459907535,-0.138668212204671,NA
"21149","Aa * AdAd",1.66275,1.45509278722533,NA,NA,NA,1.88363315075769
"21150","Aa + AdAd",5.8425,5.59369584367886,NA,-0.569358489580871,NA,NA
"21151","Aa - AdAd",5.2425,5.58774551898163,NA,NA,NA,NA
"21152","AdAd - Aa",-5.2425,-5.58774551898163,NA,NA,NA,NA
"21153","Aa",19.1666666635,19.5552560237105,NA,NA,NA,NA
"21154","AaAa",5.9,NA,NA,3.84492724736101,NA,NA
"21155","Aa / AaAa",3.24858757008475,0.604802506181821,NA,-0.100599662046434,0.0726031990475353,NA
"21156","AaAa / Aa",0.30782608700738,NA,NA,NA,-2.34865275757605,-0.969689171924488
"21157","Aa * AaAa",113.08333331465,650.633037238916,-151.508871377536,NA,-221.033383110233,NA
"21158","Aa + AaAa",25.0666666635,19.1391721892905,-7.34996428866785,NA,NA,NA
"21159","Aa - AaAa",13.2666666635,19.8268916025186,NA,-6.02930583070471,NA,NA
"21160","AaAa - Aa",-13.2666666635,-19.8268916025186,NA,6.02930583070471,NA,NA
"21161","Aa",2.725,2.72257328865111,NA,NA,NA,0.615231009460081
"21162","AaAa",46.8,NA,NA,33.1616313290372,-6.38657688006193,NA
"21163","Aa / AaAa",0.0582264957264957,0.0158438462461977,NA,-0.0164821942334599,NA,NA
"21164","AaAa / Aa",17.1743119266055,-3.20561799835879,NA,4.71473383771839,NA,NA
"21165","Aa * AaAa",127.53,450.974686153502,NA,447.039045778993,NA,NA
"21166","Aa + AaAa",49.525,NA,NA,44.8102120137999,NA,NA
"21167","Aa - AaAa",-44.075,NA,NA,-45.5798022614305,NA,NA
"21168","AaAa - Aa",44.075,NA,NA,45.5798022614305,NA,NA
"21169","Aa",0.06,0.056442092816216,NA,NA,NA,NA
"21170","AdAd",0.23,NA,0.109264825185847,NA,NA,0.0991778771237511
"21171","Aa / AdAd",0.260869565217391,0.105009951847775,-0.126928367611849,NA,NA,NA
"21172","AdAd / Aa",3.83333333333333,-0.46521696666378,NA,NA,NA,0.516170109616028
"21173","Aa * AdAd",0.0138,0.0296787374501231,0.0290586994221371,NA,NA,NA
"21174","Aa + AdAd",0.29,NA,0.120070028766687,NA,NA,NA
"21175","Aa - AdAd",-0.17,0.0431609305023047,NA,NA,NA,NA
"21176","AdAd - Aa",0.17,-0.0431609305023047,NA,NA,NA,NA
"21177","Aa",220.4,217.256986595408,NA,NA,NA,NA
"21178","AaAd",4.166666674,NA,-0.0483330621466286,NA,4.54641116658991,NA
"21179","Aa / AaAd",52.895999906903,83.3019080829196,NA,NA,-246.375864730796,NA
"21180","AaAd / Aa",0.0189050212068966,NA,NA,NA,NA,NA
"21181","Aa * AaAd",918.3333349496,651.618414606318,NA,NA,1651.02342229828,NA
"21182","Aa + AaAd",224.566666674,217.699021240287,NA,NA,NA,NA
"21183","Aa - AaAd",216.233333326,216.814921096342,NA,-8.89423011116886,NA,NA
"21184","AaAd - Aa",-216.233333326,-216.814921096342,NA,8.89423011116886,NA,NA
"21185","Aa",0.799999999999999,0.917271674517792,NA,NA,2.8999473891346,NA
"21186","AaAa",4.83,NA,NA,4.36960641487501,NA,NA
"21187","Aa / AaAa",0.165631469979296,NA,NA,-0.360410733764609,NA,NA
"21188","AaAa / Aa",6.03750000000001,NA,NA,0.233413398709167,NA,NA
"21189","Aa * AaAa",3.864,NA,NA,95.4669261701443,NA,NA
"21190","Aa + AaAa",5.63,NA,NA,4.00541490804407,NA,NA
"21191","Aa - AaAa",-4.03,NA,NA,-4.36277798262053,NA,NA
"21192","AaAa - Aa",4.03,NA,NA,4.36277798262053,NA,NA
"21193","Aa",0.1,0.10443065198374,NA,NA,NA,NA
"21194","AaAa",70.16,-2.30804043567886,NA,49.3692771662911,NA,NA
"21195","Aa / AaAa",0.00142531356898518,0.000207398126232563,NA,-0.000186633020450949,NA,NA
"21196","AaAa / Aa",701.6,-48.8375503218725,NA,47.1967664330205,NA,35.2275607350125
"21197","Aa * AaAa",7.016,53.5436998712308,NA,68.8394452124414,NA,NA
"21198","Aa + AaAa",70.26,NA,NA,50.0229326097524,NA,NA
"21199","Aa - AaAa",-70.06,2.5833396419019,NA,-48.626501246628,NA,NA
"21200","AaAa - Aa",70.06,-2.5833396419019,NA,48.626501246628,NA,NA
"21201","Aa",1.21,1.22926183068915,NA,NA,NA,NA
"21202","AaAd",93.6,NA,NA,NA,101.034709405868,NA
"21203","Aa / AaAd",0.0129273504273504,0.0177701084235029,NA,NA,-0.0633301470233088,NA
"21204","AaAd / Aa",77.3553719008264,NA,NA,NA,NA,NA
"21205","Aa * AaAd",113.256,79.745071602231,NA,NA,276.814801841167,NA
"21206","Aa + AaAd",94.81,NA,NA,NA,103.522586319234,NA
"21207","Aa - AaAd",-92.39,NA,NA,NA,-98.4420577368471,NA
"21208","AaAd - Aa",92.39,NA,NA,NA,98.4420577368471,NA
"21209","Aa",12.965,12.8625796992299,NA,NA,NA,NA
"21210","AaAd",3.92684029,NA,NA,NA,3.8424288110738,NA
"21211","Aa / AaAd",3.30163669579748,NA,NA,NA,NA,NA
"21212","AaAd / Aa",0.302880084072503,NA,NA,NA,0.0911204982033993,NA
"21213","Aa * AaAd",50.91148435985,NA,NA,NA,144.997564656629,NA
"21214","Aa + AaAd",16.89184029,12.9195475219033,NA,NA,3.45307191817066,NA
"21215","Aa - AaAd",9.03815971,12.9053712468536,NA,NA,-4.20495693279668,NA
"21216","AaAd - Aa",-9.03815971,-12.9053712468536,NA,NA,4.20495693279668,NA
"21217","Aa",0.31,0.304462718165783,NA,NA,NA,NA
"21218","AaAa",16.55,NA,NA,15.3252911010097,NA,NA
"21219","Aa / AaAa",0.0187311178247734,0.00635276354367941,0.0115074997871849,NA,NA,NA
"21220","AaAa / Aa",53.3870967741936,NA,NA,NA,NA,NA
"21221","Aa * AaAa",5.1305,14.6900072332171,NA,9.19488219058691,NA,NA
"21222","Aa + AaAa",16.86,NA,NA,15.3121063724781,NA,NA
"21223","Aa - AaAa",-16.24,NA,NA,-15.1286847210479,NA,NA
"21224","AaAa - Aa",16.24,NA,NA,15.1286847210479,NA,NA
"21225","Aa",0.193146914164031,0.192765963043295,NA,NA,0.00628525650558527,NA
"21226","AdAd",0.5,NA,NA,NA,NA,0.488098379019678
"21227","Aa / AdAd",0.386293828328062,0.35617760897239,NA,NA,NA,-0.0893547014182825
"21228","AdAd / Aa",2.58870301999944,3.71140609744176,NA,NA,NA,12.0411548554859
"21229","Aa * AdAd",0.0965734570820155,0.107955720619856,NA,NA,NA,NA
"21230","Aa + AdAd",0.693146914164031,0.178259421094522,NA,NA,NA,0.496371103677108
"21231","Aa - AdAd",-0.306853085835969,0.208405064603048,NA,NA,NA,-0.498452758959233
"21232","AdAd - Aa",0.306853085835969,-0.208405064603048,NA,NA,NA,0.498452758959233
"21233","Aa",3.4,4.03785925363984,NA,NA,NA,NA
"21234","AdAd",101,NA,NA,NA,NA,96.3481524305685
"21235","Aa / AdAd",0.0336633663366337,0.0155291145244353,NA,NA,NA,-0.0769840271898591
"21236","AdAd / Aa",29.7058823529412,-0.231872642314165,NA,NA,NA,1.55677383389491
"21237","Aa * AdAd",343.4,NA,NA,NA,NA,5207.86378201499
"21238","Aa + AdAd",104.4,NA,NA,NA,NA,98.8316943490357
"21239","Aa - AdAd",-97.6,NA,NA,NA,NA,-94.7677486163606
"21240","AdAd - Aa",97.6,NA,NA,NA,NA,94.7677486163606
"21241","Aa",0.013,0.0150053332191364,NA,NA,NA,NA
"21242","AaAa",3.93,NA,-2.85122593303184,NA,NA,NA
"21243","Aa / AaAa",0.00330788804071247,0.00060286628817572,0.00150825324030085,NA,NA,NA
"21244","AaAa / Aa",302.307692307692,-14.5326973629215,-26.4405226843507,NA,NA,NA
"21245","Aa * AaAa",0.05109,0.317188681816993,NA,0.516297735851094,NA,NA
"21246","Aa + AaAa",3.943,NA,-2.81351012406383,NA,NA,NA
"21247","Aa - AaAa",-3.917,NA,2.88603299610181,NA,NA,NA
"21248","AaAa - Aa",3.917,NA,-2.88603299610181,NA,NA,NA
"21249","Aa",14.1,13.9591464517619,NA,-3.27749720501343,NA,NA
"21250","AdAd",28.9,NA,NA,NA,NA,26.5530071778037
"21251","Aa / AdAd",0.487889273356401,0.398917693121858,NA,NA,-0.122136151893589,-0.617387270439852
"21252","AdAd / Aa",2.04964539007092,-0.164943322296642,NA,NA,NA,NA
"21253","Aa * AdAd",407.49,509.429344915316,NA,NA,NA,1682.78452499184
"21254","Aa + AdAd",43,13.733539544348,NA,NA,NA,31.2519166136739
"21255","Aa - AdAd",-14.8,13.8602482919465,NA,NA,NA,-21.9481291415327
"21256","AdAd - Aa",14.8,-13.8602482919465,NA,NA,NA,21.9481291415327
"21257","Aa",20.51,21.6225399694822,NA,NA,NA,NA
"21258","AaAd",359.86,NA,NA,NA,356.19368107747,NA
"21259","Aa / AaAd",0.0569943867059412,0.0953101342536634,NA,NA,-0.479033757136038,NA
"21260","AaAd / Aa",17.5455875182838,-0.807153012072891,NA,NA,4.18458653092264,NA
"21261","Aa * AaAd",7380.7286,4480.94038475229,NA,NA,28947.9191617803,NA
"21262","Aa + AaAd",380.37,NA,NA,NA,386.421229076432,NA
"21263","Aa - AaAd",-339.35,23.3319699210067,NA,NA,-357.41481922046,NA
"21264","AaAd - Aa",339.35,-23.3319699210067,NA,NA,357.41481922046,NA
"21265","Aa",0.455,0.469275828243556,NA,NA,NA,NA
"21266","AdAd",8.5,NA,NA,NA,NA,NA
"21267","Aa / AdAd",0.0535294117647059,NA,NA,NA,NA,NA
"21268","AdAd / Aa",18.6813186813187,-0.872482705903924,NA,NA,NA,NA
"21269","Aa * AdAd",3.8675,NA,NA,NA,NA,NA
"21270","Aa + AdAd",8.955,NA,NA,NA,NA,5.08952305565413
"21271","Aa - AdAd",-8.045,NA,NA,NA,NA,NA
"21272","AdAd - Aa",8.045,NA,NA,NA,NA,NA
"21273","Aa",6.15,6.10824250298301,NA,NA,NA,NA
"21274","AdAd",0.26,NA,NA,NA,NA,0.259249975996629
"21275","Aa / AdAd",23.6538461538462,NA,-34.368828943019,NA,NA,NA
"21276","AdAd / Aa",0.0422764227642276,-0.00468111846669763,NA,NA,NA,0.0135429545376048
"21277","Aa * AdAd",1.599,1.08886950251157,NA,NA,NA,4.36879733682735
"21278","Aa + AdAd",6.41,6.09681893160347,NA,NA,NA,NA
"21279","Aa - AdAd",5.89,6.11816569841425,NA,NA,NA,NA
"21280","AdAd - Aa",-5.89,-6.11816569841425,NA,NA,NA,NA
"21281","Aa",8.295,7.05601634595425,NA,-1.30391153543598,NA,NA
"21282","AdAd",3.16,0.0326780681988607,NA,NA,NA,3.10321255686353
"21283","Aa / AdAd",2.625,NA,NA,NA,NA,-6.73443446546057
"21284","AdAd / Aa",0.380952380952381,-0.00407153682513547,NA,NA,NA,0.0378818584493709
"21285","Aa * AdAd",26.2122,33.5649819695261,NA,NA,NA,158.869365362301
"21286","Aa + AdAd",11.455,7.1175206477075,4.56065460836613,NA,NA,NA
"21287","Aa - AdAd",5.135,7.0012091709429,NA,NA,NA,NA
"21288","AdAd - Aa",-5.135,-7.0012091709429,NA,NA,NA,NA
"21289","Aa",3.85,4.08004829618029,NA,NA,NA,-0.0988723318932249
"21290","AaAd",24.04,NA,NA,0.606776775664301,24.9026765388622,NA
"21291","Aa / AaAd",0.160149750415973,0.13335488667129,NA,NA,-0.920195534872221,NA
"21292","AaAd / Aa",6.24415584415584,-0.10051268439413,NA,NA,0.771080597444831,NA
"21293","Aa * AaAd",92.554,101.80164235698,NA,NA,710.034101603971,NA
"21294","Aa + AaAd",27.89,4.06700167732196,NA,0.590584977393648,24.9247285199516,NA
"21295","Aa - AaAd",-20.19,4.15535595111758,NA,NA,-24.8674756614379,NA
"21296","AaAd - Aa",20.19,-4.15535595111758,NA,NA,24.8674756614379,NA
"21297","Aa",137.25,137.381194211862,NA,NA,NA,NA
"21298","AaAd",3.16,NA,NA,NA,3.12453535989992,NA
"21299","Aa / AaAd",43.4335443037975,102.200717786515,NA,NA,-381.063581637582,NA
"21300","AaAd / Aa",0.023023679417122,NA,NA,NA,NA,NA
"21301","Aa * AaAd",433.71,188.004247658738,NA,NA,695.254271894861,NA
"21302","Aa + AaAd",140.41,137.635517129017,NA,NA,NA,NA
"21303","Aa - AaAd",134.09,137.137272488699,NA,NA,NA,NA
"21304","AaAd - Aa",-134.09,-137.137272488699,NA,NA,NA,NA
"21305","Aa",30.39286,29.9928420689523,NA,NA,NA,NA
"21306","AdAd",17.65,NA,NA,NA,NA,24.5700737769141
"21307","Aa / AdAd",1.72197507082153,0.126514474531583,NA,NA,-0.00978631724990105,-0.0355521010590576
"21308","AdAd / Aa",0.580728500049025,-1.46178193149511,NA,NA,NA,NA
"21309","Aa * AdAd",536.433979,7126.47959922388,NA,NA,NA,NA
"21310","Aa + AdAd",48.04286,32.3133446099669,NA,NA,NA,24.7912287983749
"21311","Aa - AdAd",12.74286,27.4447035421482,NA,NA,NA,-27.4407275793452
"21312","AdAd - Aa",-12.74286,-27.4447035421482,NA,NA,NA,27.4407275793452
"21313","Aa",0.283249999999999,NA,NA,NA,-1.43147763944045,NA
"21314","AaAa",8.12,NA,NA,7.63482630459137,NA,NA
"21315","Aa / AaAa",0.0348830049261083,NA,NA,-0.419933164047914,NA,NA
"21316","AaAa / Aa",28.6672550750222,NA,NA,0.325106250091458,NA,NA
"21317","Aa * AaAa",2.29998999999999,NA,NA,180.535361561715,NA,NA
"21318","Aa + AaAa",8.40325,NA,NA,7.50118278028573,NA,NA
"21319","Aa - AaAa",-7.83675,NA,NA,-7.79968169924613,NA,NA
"21320","AaAa - Aa",7.83675,NA,NA,7.79968169924613,NA,NA
"21321","Aa",26.5,25.6178934505013,NA,NA,NA,NA
"21322","AaAd",7.78000000000001,NA,NA,NA,7.04067001949961,NA
"21323","Aa / AaAd",3.40616966580976,0.74089431367738,NA,NA,-0.37976917497765,NA
"21324","AaAd / Aa",0.293584905660378,-0.160895636045061,NA,NA,NA,NA
"21325","Aa * AaAd",206.17,916.83015805579,NA,NA,290.66556144824,NA
"21326","Aa + AaAd",34.28,27.0089518010659,NA,NA,NA,NA
"21327","Aa - AaAd",18.72,24.722356640297,NA,NA,-4.72705733231983,NA
"21328","AaAd - Aa",-18.72,-24.722356640297,NA,NA,4.72705733231983,NA
"21329","Aa",27.75,30.7232539308972,NA,NA,NA,NA
"21330","AaAd",0.54,NA,NA,NA,0.580827528743737,NA
"21331","Aa / AaAd",51.3888888888889,12.8706626178729,NA,NA,NA,NA
"21332","AaAd / Aa",0.0194594594594595,-0.00368075629808192,NA,NA,NA,NA
"21333","Aa * AaAd",14.985,69.4005748150812,NA,NA,63.6242174426968,NA
"21334","Aa + AaAd",28.29,30.7514325754957,NA,NA,NA,NA
"21335","Aa - AaAd",27.21,30.7018339338006,NA,NA,NA,NA
"21336","AaAd - Aa",-27.21,-30.7018339338006,NA,NA,NA,NA
"21337","Aa",0.75,0.723185547682885,NA,NA,NA,NA
"21338","AdAd",4.3,NA,NA,NA,NA,4.31951536351533
"21339","Aa / AdAd",0.174418604651163,0.181697613900112,-2.97517231668237,NA,NA,NA
"21340","AdAd / Aa",5.73333333333333,-0.0226210995782069,NA,NA,NA,0.440772335500992
"21341","Aa * AdAd",3.225,1.6432777430996,NA,NA,NA,30.7153616863315
"21342","Aa + AdAd",5.05,0.774928889037975,NA,NA,NA,3.49148385450433
"21343","Aa - AdAd",-3.55,0.687488081900945,NA,NA,NA,-4.57103761676271
"21344","AdAd - Aa",3.55,-0.687488081900945,NA,NA,NA,4.57103761676271
"21345","Aa",0.413,0.439717485699155,NA,NA,-0.359550338950995,NA
"21346","AaAa",10.8,NA,NA,10.4036929483598,NA,NA
"21347","Aa / AaAa",0.0382407407407407,0.0152743193706587,0.224398270906205,NA,NA,NA
"21348","AaAa / Aa",26.1501210653753,NA,NA,2.47375972927451,NA,NA
"21349","Aa * AaAa",4.4604,NA,NA,33.6895108574026,NA,NA
"21350","Aa + AaAa",11.213,0.347354127087994,NA,10.563339906865,NA,NA
"21351","Aa - AaAa",-10.387,NA,NA,-10.7001287779162,NA,NA
"21352","AaAa - Aa",10.387,NA,NA,10.7001287779162,NA,NA
"21353","Aa",27.7,29.2431042200459,NA,NA,2.65826780476546,NA
"21354","AaAa",57.2,NA,NA,61.3394112548095,NA,NA
"21355","Aa / AaAa",0.484265734265734,0.2174488364994,NA,-0.247932189501637,NA,NA
"21356","AaAa / Aa",2.06498194945848,NA,NA,NA,NA,NA
"21357","Aa * AaAa",1584.44,3160.37515464158,NA,1813.47579700668,NA,NA
"21358","Aa + AaAa",84.9,31.6918862130264,NA,47.4161963832251,NA,NA
"21359","Aa - AaAa",-29.5,27.2403789584586,NA,-61.7968282141207,NA,NA
"21360","AaAa - Aa",29.5,-27.2403789584586,NA,61.7968282141207,NA,NA
"21361","Aa",7.74,8.32902769681996,NA,NA,NA,-3.97825534529691
"21362","AaAd",9,NA,NA,-1.41021783398994,14.2468771722911,NA
"21363","Aa / AaAd",0.86,NA,NA,NA,NA,NA
"21364","AaAd / Aa",1.16279069767442,NA,NA,NA,NA,NA
"21365","Aa * AaAd",69.66,502.915018693135,NA,NA,590.564853554683,NA
"21366","Aa + AaAd",16.74,9.82788715813824,NA,NA,NA,NA
"21367","Aa - AaAd",-1.26,6.6113272305854,NA,NA,NA,NA
"21368","AaAd - Aa",1.26,-6.6113272305854,NA,NA,NA,NA
"21369","Aa",0.1725,0.170832181481651,NA,NA,NA,NA
"21370","AdAd",6.43,NA,NA,NA,NA,6.85316480429824
"21371","Aa / AdAd",0.0268273716951788,0.00723951915424219,NA,NA,NA,-0.00225112324728305
"21372","AdAd / Aa",37.2753623188406,-65.0450667344798,NA,NA,NA,NA
"21373","Aa * AdAd",1.109175,4.09840824223484,NA,NA,NA,1.25138872486816
"21374","Aa + AdAd",6.6025,NA,NA,NA,NA,6.85148684807279
"21375","Aa - AdAd",-6.2575,NA,NA,NA,NA,-6.80777080479406
"21376","AdAd - Aa",6.2575,NA,NA,NA,NA,6.80777080479406
"21377","Aa",0.0414435181676561,0.0414078492935236,NA,NA,NA,NA
"21378","AaAa",1.61,-0.00659752229132134,NA,1.65476710778078,0.0295151229501617,NA
"21379","Aa / AaAa",0.0257413156320845,0.0156642011044403,NA,NA,NA,NA
"21380","AaAa / Aa",38.84805323445,78.4950338795811,NA,NA,NA,NA
"21381","Aa * AaAa",0.0667240642499263,0.100954404220101,NA,NA,-0.0508256887545757,NA
"21382","Aa + AaAa",1.65144351816766,0.0292749300955026,NA,1.65266827858036,0.0545822611024487,NA
"21383","Aa - AaAa",-1.56855648183234,0.0531173993257027,NA,-1.65305080717078,-0.0507982774280358,NA
"21384","AaAa - Aa",1.56855648183234,-0.0531173993257027,NA,1.65305080717078,0.0507982774280358,NA
"21385","Aa",5.09,5.09715621407089,NA,NA,NA,NA
"21386","AdAd",522.6,NA,NA,NA,NA,502.205333041603
"21387","Aa / AdAd",0.00973976272483735,0.00960240185842705,NA,NA,NA,-0.00513671459193649
"21388","AdAd / Aa",102.671905697446,-58.71163178575,NA,NA,NA,NA
"21389","Aa * AdAd",2660.034,2675.52493783992,NA,NA,NA,2859.21518983545
"21390","Aa + AdAd",527.69,NA,NA,NA,NA,494.913099911064
"21391","Aa - AdAd",-517.51,NA,NA,NA,NA,-511.224801264759
"21392","AdAd - Aa",517.51,NA,NA,NA,NA,511.224801264759
"21393","Aa",0.1245,0.114442071281705,NA,NA,0.0327720573110338,NA
"21394","AaAa",18.7,NA,NA,19.7279250476654,NA,NA
"21395","Aa / AaAa",0.00665775401069519,0.00215852226332844,NA,-0.00750519300087228,NA,NA
"21396","AaAa / Aa",150.200803212851,-10.4634238967725,NA,25.6744564178164,NA,NA
"21397","Aa * AaAa",2.32815,5.54389093066729,NA,15.887255023223,NA,NA
"21398","Aa + AaAa",18.8245,NA,NA,19.7475775525998,NA,NA
"21399","Aa - AaAa",-18.5755,NA,NA,-19.7098592797609,NA,NA
"21400","AaAa - Aa",18.5755,NA,NA,19.7098592797609,NA,NA
"21401","Aa",16.6,16.5463476730284,NA,NA,NA,NA
"21402","AaAa",48.2,NA,NA,49.7625845034966,NA,NA
"21403","Aa / AaAa",0.344398340248963,0.0816554256764825,NA,NA,NA,NA
"21404","AaAa / Aa",2.90361445783133,11.442679206961,NA,NA,NA,NA
"21405","Aa * AaAa",800.12,3336.20562745651,NA,NA,NA,NA
"21406","Aa + AaAa",64.8,14.9449689122899,NA,49.8410173141506,6.82304243958082,NA
"21407","Aa - AaAa",-31.6,17.3248225759497,NA,-50.1366281979761,NA,NA
"21408","AaAa - Aa",31.6,-17.3248225759497,NA,50.1366281979761,NA,NA
"21409","Aa",2.123,2.18807467184137,NA,NA,NA,NA
"21410","AaAa",1.2,NA,NA,1.29064120455791,-0.32188134966517,NA
"21411","Aa / AaAa",1.76916666666667,0.437031358322309,0.643411279233644,NA,NA,NA
"21412","AaAa / Aa",0.565237870937353,-0.0506117367730986,NA,0.101429617770566,NA,NA
"21413","Aa * AaAa",2.5476,13.4503769370011,NA,18.403498939721,-17.7465034955321,NA
"21414","Aa + AaAa",3.323,2.3046251206465,NA,NA,NA,NA
"21415","Aa - AaAa",0.923,2.25245580669696,1.01211691085025,NA,NA,NA
"21416","AaAa - Aa",-0.923,-2.25245580669696,-1.01211691085025,NA,NA,NA
"21417","Aa",150.545,147.810880374643,NA,NA,NA,NA
"21418","AdAd",18.9,-0.402027971327158,NA,NA,NA,18.5805661527671
"21419","Aa / AdAd",7.96534391534392,7.83825799594693,-9.45748124020459,NA,NA,NA
"21420","AdAd / Aa",0.12554385731841,-0.0203561541946882,NA,NA,NA,0.0357865797380969
"21421","Aa * AdAd",2845.3005,2459.28007359042,NA,NA,NA,7342.64138180129
"21422","Aa + AdAd",169.445,147.599375461713,NA,NA,NA,NA
"21423","Aa - AdAd",131.645,148.185210470507,NA,NA,NA,NA
"21424","AdAd - Aa",-131.645,-148.185210470507,NA,NA,NA,NA
"21425","Aa",0.00703125,0.00593330987208674,NA,NA,NA,NA
"21426","AdAd",9.67,NA,NA,NA,15.3323117065044,9.67224446281263
"21427","Aa / AdAd",0.000727119958634953,NA,NA,NA,NA,NA
"21428","AdAd / Aa",1375.28888888889,NA,NA,NA,NA,NA
"21429","Aa * AdAd",0.0679921875,0.781797016107779,0.816709176429091,NA,NA,NA
"21430","Aa + AdAd",9.67703125,NA,NA,NA,15.3401366484404,9.67885641454699
"21431","Aa - AdAd",-9.66296875,NA,NA,NA,-15.3244920030788,-9.66563329893881
"21432","AdAd - Aa",9.66296875,NA,NA,NA,15.3244920030788,9.66563329893881
"21433","Aa",0.08,0.0785795053591439,NA,-0.0236943354542635,NA,NA
"21434","AaAa",10.93,NA,NA,10.8759935526089,NA,NA
"21435","Aa / AaAa",0.00731930466605672,0.00107328305451536,NA,-0.00146208303289711,NA,NA
"21436","AaAa / Aa",136.625,-24.5578532967648,NA,27.6633430201936,NA,NA
"21437","Aa * AaAa",0.8744,5.81514946265265,-4.38072148237584,NA,NA,NA
"21438","Aa + AaAa",11.01,NA,NA,10.8972015809627,NA,NA
"21439","Aa - AaAa",-10.85,NA,NA,-10.8440646196476,NA,NA
"21440","AaAa - Aa",10.85,NA,NA,10.8440646196476,NA,NA
"21441","Aa",0.12,0.100032369606559,NA,NA,0.109301477655976,-0.0507640704076717
"21442","AaAd",1.48,NA,NA,NA,1.09643037791549,NA
"21443","Aa / AaAd",0.0810810810810811,0.0108509130168986,NA,NA,NA,NA
"21444","AaAd / Aa",12.3333333333333,-0.250754640905791,NA,NA,NA,NA
"21445","Aa * AaAd",0.1776,NA,NA,NA,NA,NA
"21446","Aa + AaAd",1.6,NA,NA,NA,1.42514029648258,NA
"21447","Aa - AaAd",-1.36,NA,NA,NA,NA,NA
"21448","AaAd - Aa",1.36,NA,NA,NA,NA,NA
"21449","Aa",1.55,1.81140017917237,NA,NA,NA,NA
"21450","AdAd",3.93,NA,NA,NA,NA,4.04347021660752
"21451","Aa / AdAd",0.39440203562341,0.260821770876069,-0.766608668419928,NA,NA,NA
"21452","AdAd / Aa",2.53548387096774,-0.0581411542408204,0.162594474900371,NA,NA,0.108299209819555
"21453","Aa * AdAd",6.0915,6.54300489864826,NA,NA,NA,68.173900548566
"21454","Aa + AdAd",5.48,1.11034600262969,NA,NA,NA,4.06688041597678
"21455","Aa - AdAd",-2.38,1.85725068492345,-3.35017473587534,NA,NA,NA
"21456","AdAd - Aa",2.38,-1.85725068492345,3.35017473587534,NA,NA,NA
"21457","Aa",7.805,7.73959446056328,NA,NA,NA,NA
"21458","AaAa",0.026,NA,-0.0231895635927649,NA,NA,NA
"21459","Aa / AaAa",300.192307692308,40.0301275181593,NA,-14.0076979095236,NA,NA
"21460","AaAa / Aa",0.00333119795003203,-0.00364784943314931,NA,NA,NA,NA
"21461","Aa * AaAa",0.20293,1.52322166909716,NA,NA,NA,-0.238458674708599
"21462","Aa + AaAa",7.831,7.74506303029724,NA,NA,NA,NA
"21463","Aa - AaAa",7.779,7.73408592526756,NA,NA,NA,NA
"21464","AaAa - Aa",-7.779,-7.73408592526756,NA,NA,NA,NA
"21465","Aa",24,27.1757869520746,NA,NA,-25.9111513216938,NA
"21466","AaAa",0.667,NA,-0.852297393049052,NA,NA,NA
"21467","Aa / AaAa",35.9820089955022,4.55006061400561,11.0013306205339,NA,NA,NA
"21468","AaAa / Aa",0.0277916666666667,-0.00141643703235812,-0.00318484622882348,NA,NA,NA
